Frame, Time (ms), Delta (ms) , Memory (mb)
 2578,33381.512,15.087,4558
 2579,33398.020,16.503,4558
 2580,33412.383,14.364,4558
 2581,33427.137,14.758,4558
 2582,33441.789,14.652,4558
 2583,33456.645,14.854,4558
 2584,33471.293,14.650,4558
 2585,33485.699,14.404,4558
 2586,33499.441,13.741,4558
 2587,33518.676,19.239,4558
 2588,33534.613,15.933,4558
 2589,33548.918,14.308,4558
 2590,33563.602,14.683,4558
 2591,33578.176,14.577,4558
 2592,33594.301,16.122,4558
 2593,33608.898,14.595,4558
 2594,33623.223,14.324,4558
 2595,33639.793,16.574,4558
 2596,33652.578,12.783,4558
 2597,33666.711,14.131,4558
 2598,33681.859,15.150,4558
 2599,33697.875,16.014,4558
 2600,33712.863,14.988,4558
 2601,33727.633,14.773,4558
 2602,33742.316,14.685,4558
 2603,33756.703,14.384,4558
 2604,33771.789,15.088,4558
 2605,33786.809,15.021,4558
 2606,33801.605,14.795,4558
 2607,33817.883,16.276,4558
 2608,33834.383,16.498,4558
 2609,33848.770,14.390,4558
 2610,33863.285,14.515,4558
 2611,33878.145,14.858,4558
 2612,33893.402,15.258,4558
 2613,33908.031,14.627,4558
 2614,33923.352,15.321,4558
 2615,33938.418,15.066,4558
 2616,33954.254,15.839,4558
 2617,33969.273,15.021,4558
 2618,33984.246,14.969,4558
 2619,34000.723,16.476,4558
 2620,34014.938,14.218,4558
 2621,34030.906,15.966,4558
 2622,34045.563,14.659,4558
 2623,34060.520,14.955,4558
 2624,34076.012,15.494,4558
 2625,34092.426,16.412,4558
 2626,34107.000,14.577,4558
 2627,34121.547,14.543,4558
 2628,34135.793,14.249,4558
 2629,34151.918,16.125,4558
 2630,34165.910,13.990,4558
 2631,34181.535,15.624,4558
 2632,34196.695,15.160,4558
 2633,34211.145,14.451,4558
 2634,34225.707,14.564,4558
 2635,34241.590,15.881,4558
 2636,34256.637,15.050,4558
 2637,34272.313,15.677,4558
 2638,34285.109,12.795,4558
 2639,34299.570,14.457,4558
 2640,34315.305,15.737,4558
 2641,34330.266,14.962,4558
 2642,34345.488,15.223,4558
 2643,34363.832,18.342,4558
 2644,34380.629,16.798,4558
 2645,34394.426,13.797,4558
 2646,34408.418,13.990,4558
 2647,34423.535,15.117,4558
 2648,34437.543,14.009,4558
 2649,34453.289,15.747,4558
 2650,34468.977,15.688,4558
 2651,34485.074,16.096,4558
 2652,34504.277,19.204,4558
 2653,34521.098,16.821,4558
 2654,34536.180,15.082,4558
 2655,34549.965,13.785,4558
 2656,34565.258,15.293,4558
 2657,34581.363,16.105,4558
 2658,34596.484,15.121,4558
 2659,34611.258,14.774,4557
 2660,34627.445,16.187,4557
 2661,34642.332,14.889,4557
 2662,34656.613,14.279,4557
 2663,34671.789,15.177,4557
 2664,34686.715,14.922,4557
 2665,34701.945,15.232,4557
 2666,34716.641,14.698,4557
 2667,34731.715,15.069,4557
 2668,34747.289,15.577,4557
 2669,34762.500,15.212,4557
 2670,34777.371,14.869,4557
 2671,34792.969,15.598,4557
 2672,34808.035,15.066,4557
 2673,34823.164,15.132,4558
 2674,34839.750,16.583,4558
 2675,34854.707,14.957,4558
 2676,34869.465,14.758,4558
 2677,34884.723,15.258,4558
 2678,34899.137,14.416,4558
 2679,34916.070,16.932,4558
 2680,34931.586,15.517,4558
 2681,34948.281,16.695,4558
 2682,34963.000,14.718,4558
 2683,34979.945,16.948,4558
 2684,34995.211,15.264,4558
 2685,35010.977,15.767,4558
 2686,35026.082,15.101,4558
 2687,35041.883,15.803,4558
 2688,35056.434,14.553,4558
 2689,35070.922,14.487,4558
 2690,35085.809,14.886,4558
 2691,35101.570,15.759,4558
 2692,35116.809,15.241,4558
 2693,35132.633,15.827,4558
 2694,35147.824,15.192,4558
 2695,35164.059,16.229,4558
 2696,35178.781,14.726,4558
 2697,35194.355,15.572,4558
 2698,35209.879,15.524,4558
 2699,35225.637,15.759,4558
 2700,35242.082,16.446,4558
 2701,35257.914,15.829,4558
 2702,35271.539,13.625,4558
 2703,35286.945,15.408,4558
 2704,35301.938,14.990,4558
 2705,35319.531,17.594,4558
 2706,35336.195,16.663,4558
 2707,35350.699,14.507,4558
 2708,35365.738,15.037,4558
 2709,35381.789,16.053,4558
 2710,35397.398,15.607,4558
 2711,35411.730,14.332,4558
 2712,35427.434,15.704,4558
 2713,35442.238,14.804,4558
 2714,35457.996,15.762,4558
 2715,35473.000,15.004,4558
 2716,35487.316,14.316,4558
 2717,35503.422,16.102,4558
 2718,35517.938,14.517,4558
 2719,35535.305,17.367,4558
 2720,35551.523,16.216,4558
 2721,35565.559,14.036,4558
 2722,35580.754,15.196,4558
 2723,35595.883,15.129,4558
 2724,35610.578,14.694,4558
 2725,35626.598,16.023,4558
 2726,35643.387,16.785,4558
 2727,35657.988,14.605,4558
 2728,35673.434,15.443,4558
 2729,35688.223,14.790,4558
 2730,35703.477,15.256,4558
 2731,35719.082,15.602,4558
 2732,35734.000,14.924,4558
 2733,35749.152,15.148,4558
 2734,35764.340,15.190,4558
 2735,35780.910,16.568,4558
 2736,35797.723,16.813,4558
 2737,35812.242,14.519,4558
 2738,35827.668,15.429,4558
 2739,35844.910,17.240,4558
 2740,35859.461,14.550,4558
 2741,35875.449,15.988,4558
 2742,35890.496,15.051,4558
 2743,35906.438,15.938,4558
 2744,35919.043,12.602,4558
 2745,35935.402,16.364,4558
 2746,35951.973,16.569,4558
 2747,35967.258,15.285,4558
 2748,35982.746,15.486,4558
 2749,35998.957,16.215,4558
 2750,36015.016,16.055,4558
 2751,36030.238,15.224,4558
 2752,36045.355,15.114,4558
 2753,36060.598,15.247,4558
 2754,36076.516,15.913,4558
 2755,36093.516,17.004,4558
 2756,36108.137,14.624,4558
 2757,36123.719,15.579,4558
 2758,36138.543,14.822,4558
 2759,36154.363,15.819,4557
 2760,36169.703,15.343,4557
 2761,36185.504,15.801,4557
 2762,36199.461,13.958,4557
 2763,36214.418,14.955,4557
 2764,36230.117,15.701,4557
 2765,36246.898,16.782,4557
 2766,36263.035,16.134,4557
 2767,36277.699,14.666,4557
 2768,36296.891,19.189,4557
 2769,36312.777,15.890,4557
 2770,36327.371,14.591,4557
 2771,36342.145,14.778,4557
 2772,36358.191,16.041,4557
 2773,36373.320,15.134,4557
 2774,36386.551,13.227,4557
 2775,36401.563,15.011,4557
 2776,36416.227,14.665,4557
 2777,36432.109,15.884,4557
 2778,36447.477,15.367,4557
 2779,36462.977,15.502,4557
 2780,36477.590,14.611,4557
 2781,36494.414,16.823,4557
 2782,36511.332,16.922,4557
 2783,36526.660,15.326,4557
 2784,36541.660,15.000,4557
 2785,36557.168,15.509,4557
 2786,36572.766,15.597,4557
 2787,36587.586,14.817,4558
 2788,36603.070,15.485,4558
 2789,36619.008,15.940,4558
 2790,36632.840,13.831,4558
 2791,36648.703,15.863,4558
 2792,36663.859,15.157,4558
 2793,36678.875,15.015,4558
 2794,36694.449,15.575,4558
 2795,36710.652,16.203,4558
 2796,36727.188,16.535,4558
 2797,36741.219,14.031,4558
 2798,36756.289,15.070,4558
 2799,36771.063,14.773,4558
 2800,36786.293,15.231,4558
 2801,36801.816,15.527,4558
 2802,36817.133,15.314,4558
 2803,36832.719,15.583,4558
 2804,36849.195,16.478,4558
 2805,36864.734,15.538,4558
 2806,36880.328,15.596,4558
 2807,36895.906,15.578,4558
 2808,36912.285,16.379,4558
 2809,36928.531,16.245,4558
 2810,36945.250,16.719,4558
 2811,36961.691,16.438,4558
 2812,36977.449,15.762,4558
 2813,36992.121,14.673,4558
 2814,37009.063,16.940,4558
 2815,37025.602,16.541,4558
 2816,37041.738,16.132,4558
 2817,37057.480,15.745,4558
 2818,37070.824,13.345,4558
 2819,37086.117,15.291,4558
 2820,37101.672,15.555,4558
 2821,37116.637,14.966,4558
 2822,37132.555,15.918,4558
 2823,37147.848,15.291,4558
 2824,37163.648,15.805,4559
 2825,37179.305,15.652,4559
 2826,37194.910,15.605,4559
 2827,37211.762,16.852,4559
 2828,37231.297,19.535,4559
 2829,37246.699,15.401,4559
 2830,37261.863,15.164,4559
 2831,37277.266,15.407,4559
 2832,37295.430,18.162,4557
 2833,37312.313,16.885,4557
 2834,37327.754,15.438,4557
 2835,37344.484,16.732,4557
 2836,37359.555,15.067,4557
 2837,37376.484,16.934,4557
 2838,37392.090,15.605,4557
 2839,37407.195,15.102,4557
 2840,37422.848,15.652,4557
 2841,37439.355,16.511,4557
 2842,37455.145,15.789,4557
 2843,37470.352,15.204,4557
 2844,37485.715,15.365,4557
 2845,37501.938,16.226,4557
 2846,37518.137,16.196,4557
 2847,37534.500,16.365,4557
 2848,37550.145,15.646,4557
 2849,37566.961,16.813,4557
 2850,37582.594,15.635,4557
 2851,37598.637,16.043,4557
 2852,37613.730,15.091,4557
 2853,37629.992,16.265,4557
 2854,37645.535,15.539,4557
 2855,37661.473,15.940,4557
 2856,37677.426,15.952,4557
 2857,37694.359,16.932,4557
 2858,37709.805,15.450,4557
 2859,37726.074,16.267,4557
 2860,37741.973,15.900,4557
 2861,37756.328,14.355,4557
 2862,37772.613,16.286,4557
 2863,37789.117,16.502,4557
 2864,37802.828,13.714,4557
 2865,37818.961,16.133,4557
 2866,37835.496,16.532,4557
 2867,37851.309,15.813,4557
 2868,37866.797,15.490,4557
 2869,37882.844,16.045,4557
 2870,37898.609,15.768,4557
 2871,37915.297,16.687,4557
 2872,37931.492,16.194,4557
 2873,37948.438,16.946,4557
 2874,37965.043,16.603,4557
 2875,37982.094,17.051,4557
 2876,37998.527,16.434,4557
 2877,38015.984,17.458,4557
 2878,38032.426,16.442,4557
 2879,38049.172,16.747,4557
 2880,38065.734,16.560,4557
 2881,38080.590,14.857,4557
 2882,38096.059,15.468,4557
 2883,38111.898,15.837,4557
 2884,38127.965,16.070,4557
 2885,38143.762,15.794,4557
 2886,38160.602,16.842,4557
 2887,38177.438,16.835,4556
 2888,38192.641,15.206,4556
 2889,38210.219,17.575,4556
 2890,38225.348,15.130,4556
 2891,38241.270,15.923,4556
 2892,38256.523,15.250,4556
 2893,38273.859,17.335,4556
 2894,38291.012,17.154,4556
 2895,38307.035,16.026,4556
 2896,38320.453,13.417,4556
 2897,38336.273,15.821,4556
 2898,38354.180,17.904,4556
 2899,38371.441,17.263,4556
 2900,38386.262,14.820,4556
 2901,38403.488,17.228,4556
 2902,38418.574,15.086,4556
 2903,38434.605,16.032,4556
 2904,38449.844,15.236,4556
 2905,38465.609,15.768,4556
 2906,38481.262,15.650,4556
 2907,38497.098,15.836,4556
 2908,38514.859,17.763,4556
 2909,38532.184,17.323,4556
 2910,38550.109,17.927,4556
 2911,38567.125,17.015,4556
 2912,38582.313,15.190,4556
 2913,38599.805,17.492,4556
 2914,38614.691,14.884,4556
 2915,38631.664,16.973,4556
 2916,38647.535,15.870,4556
 2917,38668.520,20.984,4556
 2918,38687.496,18.982,4556
 2919,53696.211,15008.710,4556
 2920,53788.012,91.803,4556
 2921,53799.020,11.008,4556
 2922,53814.453,15.434,4556
 2923,53891.988,77.531,4555
 2924,53912.508,20.522,4555
 2925,53935.723,23.215,4555
 2926,53958.109,22.388,4555
 2927,53979.531,21.419,4555
 2928,54002.301,22.774,4555
 2929,54030.148,27.843,4557
 2930,54047.422,17.275,4557
 2931,54066.852,19.428,4557
 2932,54086.262,19.413,4557
 2933,54105.555,19.290,4557
 2934,54122.465,16.913,4557
 2935,54136.918,14.452,4557
 2936,54152.266,15.349,4557
 2937,54167.676,15.408,4557
 2938,54182.684,15.010,4557
 2939,54198.707,16.023,4557
 2940,54214.207,15.498,4557
 2941,54231.906,17.700,4557
 2942,54247.980,16.074,4557
 2943,54264.488,16.507,4557
 2944,54279.875,15.390,4557
 2945,54295.086,15.210,4557
 2946,54310.324,15.236,4557
 2947,54326.387,16.065,4557
 2948,54342.793,16.406,4557
 2949,54358.582,15.788,4557
 2950,54373.895,15.314,4557
 2951,54388.930,15.035,4557
 2952,54405.441,16.510,4557
 2953,54419.598,14.157,4557
 2954,54435.586,15.989,4557
 2955,54450.836,15.246,4557
 2956,54466.020,15.187,4557
 2957,54483.664,17.644,4557
 2958,54500.430,16.768,4557
 2959,54515.504,15.070,4557
 2960,54530.582,15.080,4557
 2961,54545.551,14.968,4557
 2962,54562.051,16.499,4557
 2963,54578.492,16.440,4557
 2964,54594.402,15.913,4557
 2965,54609.645,15.240,4557
 2966,54625.211,15.567,4557
 2967,54642.340,17.128,4557
 2968,54653.559,11.223,4557
 2969,54669.496,15.935,4557
 2970,54685.703,16.207,4557
 2971,54699.941,14.241,4557
 2972,54717.070,17.129,4557
 2973,54733.688,16.614,4557
 2974,54749.348,15.662,4557
 2975,54765.590,16.243,4557
 2976,54782.590,17.001,4557
 2977,54799.797,17.208,4557
 2978,54814.484,14.681,4557
 2979,54831.063,16.581,4557
 2980,54847.023,15.962,4557
 2981,54863.195,16.171,4557
 2982,54878.996,15.800,4557
 2983,54894.566,15.573,4557
 2984,54910.250,15.681,4557
 2985,54925.496,15.245,4557
 2986,54940.090,14.598,4557
 2987,54956.527,16.436,4557
 2988,54972.059,15.529,4557
 2989,54987.090,15.036,4557
 2990,55003.027,15.932,4557
 2991,55019.188,16.163,4557
 2992,55035.004,15.817,4557
 2993,55050.586,15.582,4556
 2994,55067.867,17.278,4556
 2995,55083.012,15.145,4556
 2996,55099.879,16.869,4556
 2997,55115.418,15.540,4556
 2998,55131.867,16.448,4556
 2999,55148.238,16.372,4556
 3000,55162.848,14.609,4556
 3001,55178.109,15.264,4556
 3002,55194.211,16.097,4556
 3003,55208.926,14.717,4556
 3004,55224.227,15.300,4556
 3005,55239.477,15.247,4556
 3006,55254.770,15.297,4556
 3007,55269.680,14.910,4556
 3008,55285.109,15.432,4556
 3009,55301.508,16.394,3560
 3010,55314.871,13.364,3549
 3011,55326.828,11.955,3551
 3012,55339.105,12.280,3552
 3013,55350.125,11.022,3554
 3014,55363.734,13.609,3556
 3015,55376.129,12.395,3558
 3016,55389.652,13.522,3560
 3017,55403.582,13.930,3563
 3018,55417.383,13.799,3563
 3019,55430.563,13.182,3566
 3020,55443.148,12.582,3567
 3021,55455.371,12.223,3568
 3022,55467.281,11.915,3569
 3023,55481.320,14.035,3569
 3024,55491.461,10.144,3569
 3025,55504.016,12.551,3570
 3026,55517.383,13.370,3571
 3027,55530.418,13.033,3572
 3028,55543.516,13.097,3576
 3029,55555.379,11.864,3577
 3030,55568.352,12.973,3578
 3031,55581.176,12.824,3578
 3032,55594.488,13.313,3581
 3033,55608.184,13.694,3582
 3034,55617.500, 9.318,3583
 3035,55630.699,13.197,3585
 3036,55643.570,12.875,3588
 3037,55655.066,11.493,3589
 3038,55666.844,11.778,3591
 3039,55681.715,14.871,3592
 3040,55692.539,10.826,3593
 3041,55704.715,12.175,3595
 3042,55716.523,11.807,3596
 3043,55731.445,14.924,3598
 3044,55742.508,11.062,3600
 3045,55754.855,12.348,3601
 3046,55768.754,13.899,3602
 3047,55780.203,11.449,3603
 3048,55792.914,12.712,3605
 3049,55805.242,12.327,3606
 3050,55817.328,12.083,3608
 3051,55831.117,13.792,3609
 3052,55843.539,12.421,3611
 3053,55855.926,12.389,3629
 3054,55868.457,12.530,3630
 3055,55882.195,13.736,3630
 3056,55894.023,11.830,3631
 3057,55906.066,12.044,3632
 3058,55918.332,12.265,3634
 3059,55932.844,14.509,3636
 3060,55944.016,11.172,3639
 3061,55957.215,13.202,3642
 3062,55969.762,12.545,3644
 3063,55983.227,13.464,3644
 3064,55994.770,11.548,3646
 3065,56007.801,13.029,3647
 3066,56021.883,14.082,3649
 3067,56039.801,17.918,3651
 3068,56050.875,11.071,3653
 3069,56062.910,12.039,3654
 3070,56075.258,12.348,3655
 3071,56088.602,13.341,3656
 3072,56101.383,12.783,3659
 3073,56114.891,13.509,3660
 3074,56127.316,12.423,3660
 3075,56139.910,12.594,3661
 3076,56153.844,13.934,3663
 3077,56167.113,13.272,3664
 3078,56180.207,13.091,3665
 3079,56192.602,12.395,3667
 3080,56205.570,12.967,3668
 3081,56217.594,12.027,3669
 3082,56231.516,13.917,3669
 3083,56244.223,12.710,3670
 3084,56256.313,12.087,3672
 3085,56269.313,13.000,3672
 3086,56282.887,13.577,3676
 3087,56295.164,12.277,3677
 3088,56308.602,13.437,3681
 3089,56321.668,13.067,3681
 3090,56333.863,12.196,3682
 3091,56347.609,13.746,3684
 3092,56360.855,13.244,3686
 3093,56373.934,13.082,3687
 3094,56385.008,11.071,3688
 3095,56399.801,14.797,3691
 3096,56412.656,12.851,3693
 3097,56426.484,13.830,3695
 3098,56440.059,13.572,3696
 3099,56454.156,14.096,3698
 3100,56467.242,13.088,3699
 3101,56480.547,13.307,3699
 3102,56492.680,12.131,3701
 3103,56504.836,12.157,3717
 3104,56517.746,12.912,3719
 3105,56531.410,13.665,3720
 3106,56544.086,12.675,3722
 3107,56556.914,12.825,3724
 3108,56570.328,13.414,3726
 3109,56583.734,13.408,3727
 3110,56596.516,12.780,3728
 3111,56609.379,12.866,3728
 3112,56621.250,11.870,3729
 3113,56633.801,12.554,3729
 3114,56646.945,13.144,3730
 3115,56659.773,12.825,3730
 3116,56672.699,12.926,3732
 3117,56685.840,13.140,3733
 3118,56699.543,13.704,3736
 3119,56712.098,12.555,3737
 3120,56724.930,12.832,3738
 3121,56739.156,14.223,3740
 3122,56752.977,13.822,3741
 3123,56766.641,13.662,3741
 3124,56780.156,13.518,3758
 3125,56793.121,12.965,3759
 3126,56804.828,11.704,3760
 3127,56816.840,12.014,3760
 3128,56830.816,13.976,3761
 3129,56842.773,11.961,3761
 3130,56856.270,13.495,3764
 3131,56867.859,11.589,3764
 3132,56882.031,14.170,3765
 3133,56894.539,12.510,3767
 3134,56908.172,13.632,3767
 3135,56921.336,13.164,3769
 3136,56934.109,12.776,3771
 3137,56948.402,14.290,3771
 3138,56961.348,12.947,3777
 3139,56973.887,12.539,3780
 3140,56988.035,14.148,3781
 3141,57001.570,13.535,3782
 3142,57015.785,14.216,3784
 3143,57028.297,12.513,3788
 3144,57042.000,13.700,3789
 3145,57055.215,13.215,3790
 3146,57068.645,13.430,3791
 3147,57082.543,13.898,3792
 3148,57094.977,12.432,3793
 3149,57107.012,12.034,3794
 3150,57120.738,13.729,3795
 3151,57133.711,12.974,3795
 3152,57148.656,14.944,3796
 3153,57160.273,11.618,3796
 3154,57172.363,12.088,3797
 3155,57186.156,13.794,3797
 3156,57200.508,14.350,3798
 3157,57212.813,12.305,3799
 3158,57226.242,13.433,3799
 3159,57238.512,12.267,3799
 3160,57251.957,13.447,3800
 3161,57269.719,17.761,3801
 3162,57278.641, 8.921,3801
 3163,57292.320,13.680,3801
 3164,57305.551,13.230,3803
 3165,57317.996,12.446,3804
 3166,57332.883,14.889,3805
 3167,57347.348,14.463,3808
 3168,57359.598,12.252,3809
 3169,57373.949,14.351,3811
 3170,57387.352,13.399,3811
 3171,57403.195,15.847,3812
 3172,57417.113,13.918,3815
 3173,57433.223,16.108,3815
 3174,57446.676,13.453,3817
 3175,57459.883,13.205,3819
 3176,57473.203,13.323,3821
 3177,57486.289,13.085,3822
 3178,57500.309,14.019,3824
 3179,57514.273,13.966,3826
 3180,57527.371,13.095,3826
 3181,57541.484,14.113,3828
 3182,57554.996,13.511,3831
 3183,57569.184,14.191,3833
 3184,57583.762,14.581,3834
 3185,57598.484,14.718,3835
 3186,57610.406,11.925,3835
 3187,57622.754,12.346,3837
 3188,57639.656,16.902,3838
 3189,57652.418,12.764,3838
 3190,57667.191,14.772,3840
 3191,57680.578,13.385,3842
 3192,57693.359,12.783,3844
 3193,57706.789,13.431,3847
 3194,57720.598,13.807,3849
 3195,57733.730,13.132,3850
 3196,57749.875,16.144,3850
 3197,57763.254,13.380,3852
 3198,57775.156,11.899,3854
 3199,57789.613,14.463,3856
 3200,57803.219,13.601,3857
 3201,57817.730,14.514,3860
 3202,57831.008,13.277,3860
 3203,57849.750,18.743,3861
 3204,57859.875,10.123,3862
 3205,57872.293,12.420,3865
 3206,57886.809,14.512,3865
 3207,57900.109,13.306,3865
 3208,57914.125,14.016,3866
 3209,57927.875,13.745,3867
 3210,57941.438,13.567,3868
 3211,57959.012,17.571,3869
 3212,57969.219,10.208,3869
 3213,57983.379,14.162,3869
 3214,57998.258,14.877,3870
 3215,58012.543,14.286,3871
 3216,58026.164,13.621,3872
 3217,58038.910,12.746,3872
 3218,58052.398,13.488,3873
 3219,58066.051,13.651,3873
 3220,58080.902,14.853,3874
 3221,58094.121,13.219,3876
 3222,58107.453,13.332,3876
 3223,58121.938,14.484,3877
 3224,58136.051,14.112,3880
 3225,58150.309,14.255,3880
 3226,58165.395,15.089,3882
 3227,58179.172,13.775,3882
 3228,58192.719,13.551,3884
 3229,58206.293,13.575,3886
 3230,58219.297,13.005,3887
 3231,58233.785,14.488,3887
 3232,58248.313,14.522,3888
 3233,58261.023,12.712,3889
 3234,58275.340,14.318,3890
 3235,58289.094,13.754,3890
 3236,58302.316,13.223,3891
 3237,58316.434,14.119,3891
 3238,58330.855,14.420,3893
 3239,58344.719,13.862,3893
 3240,58358.383,13.665,3893
 3241,58372.246,13.863,3894
 3242,58386.625,14.383,3895
 3243,58402.266,15.638,3896
 3244,58417.387,15.121,3896
 3245,58431.352,13.963,3897
 3246,58445.082,13.733,3898
 3247,58459.066,13.985,3898
 3248,58472.898,13.832,3899
 3249,58486.730,13.829,3899
 3250,58500.223,13.494,3900
 3251,58514.762,14.537,3903
 3252,58529.852,15.088,3904
 3253,58542.922,13.075,3905
 3254,58556.430,13.506,3907
 3255,58570.695,14.264,3908
 3256,58584.090,13.398,3910
 3257,58600.016,15.924,3912
 3258,58613.316,13.301,3915
 3259,58626.961,13.645,3917
 3260,58641.441,14.479,3918
 3261,58655.305,13.862,3919
 3262,58668.164,12.859,3922
 3263,58683.074,14.915,3924
 3264,58697.863,14.787,3928
 3265,58711.727,13.862,3930
 3266,58725.387,13.659,3933
 3267,58739.258,13.872,3935
 3268,58753.324,14.066,3936
 3269,58767.066,13.746,3938
 3270,58782.082,15.015,3939
 3271,58797.141,15.057,3941
 3272,58810.785,13.645,3943
 3273,58824.930,14.145,3945
 3274,58838.156,13.222,3947
 3275,58851.883,13.728,3947
 3276,58866.559,14.678,3949
 3277,58881.465,14.909,3951
 3278,58895.797,14.330,3953
 3279,58909.188,13.391,3956
 3280,58922.746,13.558,3957
 3281,58936.945,14.201,3959
 3282,58950.449,13.501,3960
 3283,58965.961,15.516,3963
 3284,58980.730,14.768,3965
 3285,58994.910,14.177,3966
 3286,59009.098,14.191,3966
 3287,59023.668,14.568,3969
 3288,59039.000,15.331,3971
 3289,59053.160,14.159,3974
 3290,59067.105,13.949,3975
 3291,59082.922,15.814,3976
 3292,59097.012,14.087,3977
 3293,59110.586,13.578,3977
 3294,59126.242,15.658,3979
 3295,59140.371,14.127,3979
 3296,59155.652,15.277,3980
 3297,59169.625,13.976,3981
 3298,59183.793,14.170,3981
 3299,59198.488,14.691,3981
 3300,59212.961,14.476,3982
 3301,59227.059,14.096,3982
 3302,59241.141,14.081,3984
 3303,59285.531,44.393,3986
 3304,59292.941, 7.412,3986
 3305,59305.371,12.428,3986
 3306,59315.449,10.079,3985
 3307,59325.004, 9.551,3985
 3308,59337.777,12.776,3985
 3309,59352.852,15.071,3986
 3310,59367.461,14.614,3986
 3311,59382.980,15.516,3986
 3312,59397.508,14.530,3987
 3313,59411.613,14.106,3987
 3314,59426.145,14.527,3987
 3315,59440.461,14.320,3988
 3316,59455.461,15.002,3991
 3317,59469.688,14.224,3992
 3318,59484.203,14.514,3993
 3319,59498.863,14.661,3993
 3320,59513.348,14.484,3994
 3321,59527.426,14.079,3994
 3322,59542.715,15.289,3995
 3323,59558.020,15.302,3996
 3324,59571.520,13.503,3999
 3325,59586.730,15.212,4000
 3326,59600.957,14.227,4000
 3327,59616.035,15.074,4001
 3328,59630.918,14.887,4001
 3329,59645.953,15.033,4002
 3330,59660.258,14.306,4003
 3331,59674.195,13.935,4004
 3332,59688.590,14.396,4005
 3333,59702.883,14.292,4005
 3334,59716.449,13.570,4006
 3335,59732.246,15.795,4006
 3336,59747.281,15.035,4006
 3337,59762.828,15.546,4006
 3338,59775.809,12.979,4006
 3339,59790.535,14.727,4006
 3340,59804.578,14.043,4006
 3341,59819.516,14.938,4007
 3342,59833.852,14.335,4009
 3343,59850.121,16.273,4009
 3344,59863.215,13.093,4010
 3345,59877.824,14.608,4010
 3346,59892.594,14.771,4011
 3347,59907.203,14.608,4011
 3348,59921.906,14.704,4012
 3349,59935.895,13.989,4012
 3350,59950.535,14.639,4013
 3351,59966.320,15.783,4013
 3352,59980.875,14.558,4014
 3353,59994.605,13.732,4015
 3354,60010.137,15.527,4015
 3355,60024.043,13.908,4015
 3356,60039.258,15.216,4016
 3357,60053.938,14.678,4016
 3358,60067.832,13.893,4017
 3359,60083.063,15.232,4017
 3360,60098.930,15.871,4018
 3361,60114.105,15.173,4018
 3362,60128.801,14.692,4018
 3363,60142.770,13.972,4019
 3364,60157.484,14.715,4020
 3365,60171.945,14.462,4020
 3366,60186.910,14.963,4020
 3367,60202.133,15.222,4021
 3368,60216.707,14.575,4021
 3369,60232.742,16.036,4022
 3370,60248.074,15.334,4022
 3371,60261.957,13.881,4023
 3372,60326.449,64.491,4023
 3373,60356.719,30.270,4023
 3374,60376.113,19.394,4023
 3375,60390.824,14.709,4023
 3376,60422.898,32.078,4023
 3377,60436.918,14.020,4023
 3378,60450.012,13.089,4023
 3379,60465.859,15.851,4024
 3380,60483.672,17.811,4024
 3381,60499.922,16.252,4027
 3382,60516.785,16.865,4027
 3383,60532.602,15.814,4027
 3384,60548.117,15.516,4027
 3385,60565.098,16.980,4027
 3386,60576.727,11.629,4029
 3387,60585.930, 9.204,4029
 3388,60595.754, 9.823,4029
 3389,60605.133, 9.376,4029
 3390,60621.387,16.259,4029
 3391,60633.336,11.945,4029
 3392,60647.484,14.149,4029
 3393,60662.859,15.376,4029
 3394,60677.430,14.571,4029
 3395,60692.207,14.777,4029
 3396,60706.488,14.281,4029
 3397,60720.527,14.040,4029
 3398,60735.273,14.745,4029
 3399,60749.426,14.155,4031
 3400,60764.707,15.279,4031
 3401,60779.910,15.205,4032
 3402,60792.820,12.908,4032
 3403,60808.652,15.830,4032
 3404,60822.836,14.186,4034
 3405,60838.066,15.230,4039
 3406,60852.273,14.210,4039
 3407,60867.000,14.723,4040
 3408,60882.824,15.825,4042
 3409,60897.855,15.031,4043
 3410,60913.039,15.183,4045
 3411,60927.293,14.258,4045
 3412,60941.473,14.175,4047
 3413,60956.402,14.931,4047
 3414,60970.980,14.575,4048
 3415,60985.215,14.239,4048
 3416,61001.254,16.038,4049
 3417,61014.930,13.679,4049
 3418,61029.316,14.384,4049
 3419,61050.582,21.267,4050
 3420,61063.555,12.969,4051
 3421,61073.555,10.000,4052
 3422,61088.789,15.237,4054
 3423,61102.543,13.753,4057
 3424,61118.020,15.477,4059
 3425,61132.484,14.465,4061
 3426,61147.078,14.593,4063
 3427,61161.102,14.024,4063
 3428,61176.090,14.989,4064
 3429,61193.543,17.451,4066
 3430,61208.676,15.131,4068
 3431,61223.148,14.472,4070
 3432,61238.754,15.611,4072
 3433,61254.016,15.258,4074
 3434,61269.773,15.761,4076
 3435,61285.508,15.730,4078
 3436,61300.680,15.174,4082
 3437,61316.074,15.396,4082
 3438,61332.473,16.397,4083
 3439,61347.957,15.486,4084
 3440,61363.754,15.795,4086
 3441,61377.738,13.987,4086
 3442,61392.969,15.227,4087
 3443,61408.613,15.649,4087
 3444,61427.262,18.648,4088
 3445,61442.465,15.198,4089
 3446,61456.066,13.606,4090
 3447,61467.969,11.899,4090
 3448,61483.242,15.276,4090
 3449,61497.746,14.505,4091
