Frame, Time (ms), Delta (ms) , Memory (mb)
 6028,97589.430,10.056,3857
 6029,97599.125, 9.689,3857
 6030,97607.805, 8.686,3857
 6031,97617.523, 9.718,3853
 6032,97624.906, 7.385,3853
 6033,97634.625, 9.717,3853
 6034,97643.266, 8.642,3840
 6035,97652.219, 8.952,3840
 6036,97660.438, 8.218,3825
 6037,97670.242, 9.803,3809
 6038,97679.375, 9.131,3784
 6039,97689.617,10.245,3766
 6040,97699.164, 9.548,3764
 6041,97707.172, 8.011,3764
 6042,97717.234,10.059,3764
 6043,97724.656, 7.420,3764
 6044,97735.242,10.591,3764
 6045,97743.195, 7.948,3763
 6046,97752.289, 9.096,3763
 6047,97760.664, 8.366,3763
 6048,97769.602, 8.949,3763
 6049,97777.219, 7.613,3763
 6050,97787.023, 9.804,3763
 6051,97795.219, 8.199,3763
 6052,97804.234, 9.014,3763
 6053,97812.242, 8.012,3763
 6054,97822.234, 9.990,3763
 6055,97831.609, 9.373,3763
 6056,97839.711, 8.100,3763
 6057,97849.359, 9.646,3763
 6058,97858.813, 9.455,3763
 6059,97867.992, 9.174,3763
 6060,97876.313, 8.326,3763
 6061,97886.609,10.303,3763
 6062,97895.266, 8.655,3763
 6063,97903.602, 8.336,3763
 6064,97911.992, 8.380,3763
 6065,97921.047, 9.062,3763
 6066,97932.391,11.345,3764
 6067,97940.891, 8.502,3764
 6068,97950.625, 9.735,3764
 6069,97958.281, 7.658,3764
 6070,97967.117, 8.826,3764
 6071,97975.914, 8.800,3764
 6072,97985.398, 9.487,3764
 6073,97993.594, 8.196,3764
 6074,98002.438, 8.839,3764
 6075,98010.492, 8.057,3764
 6076,98019.445, 8.952,3764
 6077,98027.539, 8.099,3764
 6078,98036.414, 8.866,3764
 6079,98044.453, 8.041,3764
 6080,98053.250, 8.803,3764
 6081,98061.594, 8.346,3764
 6082,98071.008, 9.407,3763
 6083,98080.531, 9.526,3763
 6084,98089.117, 8.583,3763
 6085,98098.313, 9.194,3763
 6086,98106.313, 8.001,3763
 6087,98115.813, 9.503,3763
 6088,98123.891, 8.079,3763
 6089,98133.172, 9.277,3763
 6090,98140.328, 7.157,3763
 6091,98150.758,10.426,3763
 6092,98159.422, 8.667,3763
 6093,98169.102, 9.683,3763
 6094,98177.219, 8.118,3763
 6095,98185.320, 8.100,3763
 6096,98193.563, 8.241,3763
 6097,98203.273, 9.715,3763
 6098,98211.375, 8.096,3763
 6099,98219.820, 8.445,3763
 6100,98228.047, 8.226,3763
 6101,98238.250,10.206,3763
 6102,98247.656, 9.407,3763
 6103,98255.805, 8.145,3763
 6104,98264.727, 8.927,3763
 6105,98273.250, 8.526,3763
 6106,98282.461, 9.208,3762
 6107,98290.727, 8.261,3762
 6108,98300.570, 9.851,3762
 6109,98309.898, 9.329,3762
 6110,98320.133,10.231,3762
 6111,98328.883, 8.751,3762
 6112,98338.102, 9.213,3762
 6113,98347.617, 9.518,3762
 6114,98355.633, 8.019,3762
 6115,98365.359, 9.722,3762
 6116,98374.094, 8.736,3762
 6117,98383.836, 9.740,3762
 6118,98390.805, 6.974,3762
 6119,98401.430,10.617,3762
 6120,98409.555, 8.130,3762
 6121,98417.984, 8.428,3762
 6122,98426.656, 8.672,3762
 6123,98436.000, 9.342,3762
 6124,98443.938, 7.945,3762
 6125,98454.133,10.187,3761
 6126,98462.547, 8.420,3755
 6127,98471.750, 9.196,3755
 6128,98480.563, 8.821,3755
 6129,98489.094, 8.531,3755
 6130,98497.898, 8.805,3755
 6131,98505.320, 7.414,3755
 6132,98515.172, 9.855,3755
 6133,98525.016, 9.838,3755
 6134,98534.914, 9.906,3754
 6135,98542.813, 7.895,3754
 6136,98551.891, 9.080,3753
 6137,98559.391, 7.501,3752
 6138,98568.844, 9.453,3752
 6139,98577.078, 8.229,3752
 6140,98588.984,11.907,3750
 6141,98598.500, 9.517,3750
 6142,98606.297, 7.802,3748
 6143,98616.563,10.265,3748
 6144,98623.867, 7.303,3745
 6145,98634.297,10.433,3737
 6146,98642.828, 8.528,3730
 6147,98652.258, 9.433,3730
 6148,98660.984, 8.720,3730
 6149,98669.406, 8.426,3730
 6150,98677.930, 8.524,3730
 6151,98687.234, 9.306,3730
 6152,98695.672, 8.434,3730
 6153,98704.695, 9.025,3730
 6154,98713.719, 9.021,3730
 6155,98722.516, 8.799,3730
 6156,98733.242,10.727,3730
 6157,98740.414, 7.167,3730
 6158,98749.961, 9.558,3730
 6159,98758.195, 8.229,3729
 6160,98768.125, 9.929,3717
 6161,98775.875, 7.753,3717
 6162,98785.555, 9.679,3717
 6163,98792.680, 7.116,3717
 6164,98802.438, 9.760,3717
 6165,98810.063, 7.629,3717
 6166,98819.672, 9.603,3717
 6167,98826.727, 7.062,3715
 6168,98836.078, 9.347,3715
 6169,98844.141, 8.067,3715
 6170,98853.172, 9.034,3715
 6171,98861.258, 8.082,3715
 6172,98870.273, 9.015,3715
 6173,98878.977, 8.698,3715
 6174,98887.438, 8.467,3715
 6175,98895.438, 8.000,3715
 6176,98903.672, 8.227,3715
 6177,98911.664, 7.993,3715
 6178,98921.289, 9.635,3715
 6179,98931.805,10.511,3715
 6180,98939.039, 7.232,3715
 6181,98947.758, 8.721,3715
 6182,98956.367, 8.605,3715
 6183,98965.328, 8.964,3715
 6184,98973.633, 8.308,3715
 6185,98982.531, 8.900,3715
 6186,98990.125, 7.592,3715
 6187,99000.789,10.660,3715
 6188,99008.859, 8.072,3715
 6189,99017.688, 8.825,3715
 6190,99024.617, 6.936,3715
 6191,99034.727,10.109,3715
 6192,99042.570, 7.845,3715
 6193,99051.547, 8.978,3715
 6194,99059.180, 7.633,3715
 6195,99068.398, 9.213,3715
 6196,99075.195, 6.800,3715
 6197,99086.086,10.889,3715
 6198,99094.211, 8.126,3715
 6199,99102.914, 8.706,3715
 6200,99111.031, 8.110,3715
 6201,99119.906, 8.885,3715
 6202,99128.227, 8.312,3715
 6203,99137.008, 8.779,3715
 6204,99144.648, 7.644,3715
 6205,99154.281, 9.640,3715
 6206,99162.758, 8.470,3715
 6207,99171.445, 8.690,3715
 6208,99179.141, 7.693,3715
 6209,99188.227, 9.085,3715
 6210,99196.813, 8.585,3715
 6211,99205.047, 8.231,3715
 6212,99214.227, 9.185,3715
 6213,99222.297, 8.072,3715
 6214,99230.852, 8.555,3715
 6215,99238.695, 7.842,3715
 6216,99248.805,10.112,3715
 6217,99256.609, 7.805,3715
 6218,99265.672, 9.060,3715
 6219,99273.156, 7.482,3715
 6220,99282.336, 9.177,3715
 6221,99290.375, 8.041,3715
 6222,99300.430,10.058,3715
 6223,99309.109, 8.675,3715
 6224,99318.203, 9.100,3715
 6225,99325.992, 7.784,3715
 6226,99335.023, 9.032,3715
 6227,99342.688, 7.661,3715
 6228,99351.773, 9.089,3715
 6229,99359.813, 8.045,3715
 6230,99369.211, 9.397,3715
 6231,99377.125, 7.911,3715
 6232,99386.719, 9.592,3715
 6233,99394.828, 8.112,3715
 6234,99404.023, 9.189,3715
 6235,99411.719, 7.695,3715
 6236,99419.883, 8.174,3715
 6237,99428.086, 8.202,3715
 6238,99436.820, 8.732,3715
 6239,99446.773, 9.951,3715
 6240,99455.547, 8.777,3715
 6241,99464.859, 9.315,3715
 6242,99473.328, 8.458,3715
 6243,99482.977, 9.654,3715
 6244,99491.039, 8.061,3715
 6245,99500.156, 9.120,3715
 6246,99507.523, 7.365,3715
 6247,99517.188, 9.664,3715
 6248,99524.727, 7.536,3715
 6249,99534.930,10.212,3715
 6250,99543.719, 8.779,3715
 6251,99552.703, 8.988,3715
 6252,99561.602, 8.906,3715
 6253,99571.672,10.061,3716
 6254,99581.219, 9.550,3716
 6255,99590.641, 9.421,3716
 6256,99600.000, 9.356,3716
 6257,99606.930, 6.938,3716
 6258,99616.609, 9.680,3716
 6259,99623.461, 6.849,3716
 6260,99632.867, 9.409,3716
 6261,99642.820, 9.952,3716
 6262,99651.922, 9.103,3716
 6263,99659.172, 7.243,3716
 6264,99668.195, 9.026,3716
 6265,99675.602, 7.412,3716
 6266,99684.703, 9.095,3716
 6267,99694.148, 9.446,3716
 6268,99703.352, 9.198,3716
 6269,99711.406, 8.056,3716
 6270,99720.523, 9.126,3716
 6271,99729.031, 8.500,3716
 6272,99737.867, 8.844,3716
 6273,99747.492, 9.619,3716
 6274,99754.984, 7.488,3716
 6275,99763.625, 8.652,3716
 6276,99772.188, 8.556,3716
 6277,99781.352, 9.165,3716
 6278,99789.438, 8.088,3716
 6279,99799.281, 9.846,3716
 6280,99806.820, 7.538,3716
 6281,99816.617, 9.795,3716
 6282,99825.734, 9.111,3716
 6283,99835.156, 9.430,3716
 6284,99842.789, 7.627,3716
 6285,99852.891,10.105,3716
 6286,99861.406, 8.511,3716
 6287,99870.039, 8.638,3716
 6288,99877.563, 7.525,3716
 6289,99887.102, 9.536,3716
 6290,99895.430, 8.324,3716
 6291,99903.953, 8.528,3716
 6292,99911.805, 7.851,3716
 6293,99921.172, 9.369,3716
 6294,99929.383, 8.206,3716
 6295,99938.117, 8.734,3716
 6296,99946.625, 8.514,3716
 6297,99955.055, 8.428,3716
 6298,99964.727, 9.665,3716
 6299,99972.648, 7.920,3716
 6300,99981.641, 9.000,3716
 6301,99989.453, 7.814,3716
 6302,99997.703, 8.242,3716
 6303,100006.359, 8.658,3716
 6304,100015.266, 8.912,3716
 6305,100023.539, 8.276,3716
 6306,100033.195, 9.657,3716
 6307,100041.625, 8.426,3716
 6308,100051.125, 9.499,3716
 6309,100058.938, 7.819,3716
 6310,100068.172, 9.229,3716
 6311,100075.695, 7.518,3716
 6312,100085.523, 9.833,3716
 6313,100093.477, 7.952,3716
 6314,100102.328, 8.848,3717
 6315,100111.359, 9.036,3717
 6316,100120.219, 8.863,3717
 6317,100127.922, 7.698,3717
 6318,100137.461, 9.538,3717
 6319,100145.328, 7.869,3717
 6320,100153.797, 8.471,3717
 6321,100161.555, 7.760,3717
 6322,100171.117, 9.557,3717
 6323,100178.938, 7.826,3717
 6324,100187.367, 8.420,3717
 6325,100194.992, 7.624,3717
 6326,100203.984, 8.997,3717
 6327,100211.875, 7.896,3717
 6328,100221.156, 9.282,3717
 6329,100228.773, 7.609,3717
 6330,100237.953, 9.185,3717
 6331,100245.602, 7.652,3717
 6332,100254.758, 9.150,3717
 6333,100263.359, 8.600,3717
 6334,100271.883, 8.528,3717
 6335,100280.742, 8.857,3717
 6336,100291.023,10.282,3717
 6337,100300.672, 9.643,3717
 6338,100308.773, 8.106,3717
 6339,100318.227, 9.458,3717
 6340,100328.414,10.183,3717
 6341,100338.391, 9.971,3717
 6342,100346.992, 8.602,3717
 6343,100354.758, 7.768,3717
 6344,100363.680, 8.919,3717
 6345,100371.445, 7.769,3717
 6346,100379.719, 8.278,3717
 6347,100388.680, 8.952,3717
 6348,100397.234, 8.567,3717
 6349,100405.203, 7.963,3717
 6350,100413.883, 8.681,3717
 6351,100422.141, 8.257,3717
 6352,100430.922, 8.785,3717
 6353,100439.094, 8.164,3717
 6354,100447.648, 8.558,3717
 6355,100455.586, 7.938,3717
 6356,100463.750, 8.166,3717
 6357,100471.656, 7.905,3717
 6358,100482.508,10.849,3717
 6359,100491.844, 9.339,3717
 6360,100501.109, 9.266,3717
 6361,100508.258, 7.148,3717
 6362,100517.469, 9.208,3717
 6363,100525.148, 7.681,3717
 6364,100534.352, 9.200,3717
 6365,100542.164, 7.815,3717
 6366,100551.641, 9.471,3717
 6367,100559.594, 7.962,3717
 6368,100568.875, 9.278,3717
 6369,100577.047, 8.170,3717
 6370,100587.742,10.700,3717
 6371,100597.117, 9.373,3717
 6372,100606.016, 8.893,3717
 6373,100614.609, 8.599,3717
 6374,100622.586, 7.979,3717
 6375,100631.688, 9.096,3717
 6376,100639.258, 7.577,3717
 6377,100648.125, 8.866,3717
 6378,100656.578, 8.454,3717
 6379,100665.828, 9.252,3717
 6380,100673.672, 7.839,3717
 6381,100682.906, 9.237,3717
 6382,100691.109, 8.201,3717
 6383,100701.258,10.149,3717
 6384,100708.391, 7.129,3717
 6385,100717.719, 9.333,3717
 6386,100726.266, 8.548,3717
 6387,100735.531, 9.262,3717
 6388,100743.242, 7.712,3717
 6389,100752.672, 9.428,3717
 6390,100760.992, 8.318,3717
 6391,100771.320,10.328,3717
 6392,100779.531, 8.216,3717
 6393,100788.063, 8.525,3717
 6394,100796.406, 8.346,3717
 6395,100805.125, 8.722,3717
 6396,100814.148, 9.023,3717
 6397,100822.211, 8.067,3717
 6398,100831.539, 9.329,3717
 6399,100840.117, 8.575,3717
 6400,100850.109, 9.992,3717
 6401,100857.938, 7.828,3717
 6402,100868.461,10.521,3717
 6403,100876.531, 8.076,3717
 6404,100885.438, 8.898,3717
 6405,100893.438, 8.001,3717
 6406,100901.477, 8.040,3717
 6407,100909.461, 7.985,3717
 6408,100919.242, 9.785,3717
 6409,100928.063, 8.816,3717
 6410,100937.813, 9.751,3717
 6411,100946.117, 8.306,3717
 6412,100954.945, 8.834,3717
 6413,100964.000, 9.044,3717
 6414,100972.469, 8.475,3717
 6415,100980.766, 8.291,3717
 6416,100989.492, 8.734,3717
 6417,100999.875,10.383,3717
 6418,101007.750, 7.868,3717
 6419,101018.023,10.277,3717
 6420,101025.711, 7.682,3717
 6421,101035.320, 9.613,3717
 6422,101043.367, 8.046,3717
 6423,101052.320, 8.948,3717
 6424,101060.563, 8.253,3717
 6425,101069.977, 9.405,3717
 6426,101078.039, 8.063,3717
 6427,101086.523, 8.492,3717
 6428,101094.195, 7.669,3717
 6429,101104.078, 9.883,3717
 6430,101111.977, 7.890,3717
 6431,101120.641, 8.666,3717
 6432,101129.023, 8.387,3717
 6433,101138.367, 9.340,3717
 6434,101146.727, 8.362,3717
 6435,101155.070, 8.348,3717
 6436,101163.977, 8.903,3717
 6437,101171.875, 7.901,3717
 6438,101180.602, 8.726,3717
 6439,101189.289, 8.691,3717
 6440,101198.250, 8.960,3717
 6441,101206.711, 8.460,3717
 6442,101217.117,10.406,3717
 6443,101224.789, 7.667,3717
 6444,101234.828,10.046,3717
 6445,101243.219, 8.389,3717
 6446,101252.844, 9.622,3717
 6447,101261.703, 8.855,3717
 6448,101270.883, 9.184,3717
 6449,101279.906, 9.028,3717
 6450,101288.625, 8.723,3717
 6451,101297.539, 8.909,3717
 6452,101306.406, 8.863,3717
 6453,101316.172, 9.768,3717
 6454,101323.891, 7.723,3717
 6455,101334.016,10.116,3717
 6456,101343.375, 9.361,3717
 6457,101352.047, 8.675,3717
 6458,101359.703, 7.650,3717
 6459,101369.266, 9.574,3717
 6460,101377.172, 7.905,3717
 6461,101385.805, 8.626,3717
 6462,101394.109, 8.303,3717
 6463,101403.250, 9.145,3717
 6464,101411.375, 8.120,3717
 6465,101420.008, 8.635,3717
 6466,101427.797, 7.790,3717
 6467,101437.109, 9.312,3717
 6468,101445.445, 8.340,3717
 6469,101454.734, 9.283,3717
 6470,101462.602, 7.872,3717
 6471,101471.656, 9.051,3717
 6472,101480.313, 8.653,3717
 6473,101488.938, 8.637,3717
 6474,101498.766, 9.822,3717
 6475,101508.039, 9.267,3717
 6476,101518.875,10.841,3717
 6477,101527.250, 8.378,3717
 6478,101536.898, 9.645,3717
 6479,101545.305, 8.400,3718
 6480,101553.656, 8.356,3718
 6481,101561.344, 7.687,3718
 6482,101570.805, 9.467,3718
 6483,101579.453, 8.648,3718
 6484,101587.758, 8.299,3718
 6485,101596.750, 8.998,3718
 6486,101605.852, 9.103,3718
 6487,101615.133, 9.278,3718
 6488,101623.203, 8.071,3718
 6489,101633.063, 9.855,3718
 6490,101640.563, 7.508,3718
 6491,101650.375, 9.808,3718
 6492,101658.734, 8.358,3718
 6493,101667.984, 9.247,3718
 6494,101676.625, 8.652,3718
 6495,101686.023, 9.387,3718
 6496,101693.844, 7.829,3718
 6497,101702.906, 9.058,3718
 6498,101711.250, 8.343,3718
 6499,101719.922, 8.675,3718
 6500,101727.930, 8.009,3718
 6501,101737.375, 9.441,3718
 6502,101745.922, 8.551,3718
 6503,101755.617, 9.694,3718
 6504,101766.375,10.756,3718
 6505,101774.484, 8.109,3718
 6506,101784.719,10.232,3718
 6507,101792.773, 8.058,3718
 6508,101801.664, 8.888,3718
 6509,101809.031, 7.367,3718
 6510,101818.313, 9.280,3718
 6511,101826.023, 7.712,3718
 6512,101835.219, 9.199,3718
 6513,101843.109, 7.890,3718
 6514,101852.555, 9.450,3718
 6515,101860.906, 8.349,3718
 6516,101870.328, 9.418,3718
 6517,101878.055, 7.724,3718
 6518,101887.539, 9.488,3718
 6519,101895.234, 7.698,3718
 6520,101904.438, 9.199,3718
 6521,101913.109, 8.669,3718
 6522,101922.008, 8.900,3718
 6523,101931.141, 9.132,3718
 6524,101939.219, 8.086,3718
 6525,101947.539, 8.321,3718
 6526,101955.977, 8.433,3718
 6527,101964.883, 8.910,3718
 6528,101972.805, 7.919,3718
 6529,101981.945, 9.146,3718
 6530,101989.695, 7.740,3718
 6531,101998.758, 9.068,3718
 6532,102006.609, 7.855,3718
 6533,102016.070, 9.456,3718
 6534,102023.797, 7.724,3718
 6535,102033.531, 9.736,3718
 6536,102042.055, 8.521,3718
 6537,102050.766, 8.716,3718
 6538,102058.594, 7.825,3718
 6539,102068.375, 9.781,3718
 6540,102076.047, 7.668,3718
 6541,102084.805, 8.759,3718
 6542,102091.813, 7.013,3718
 6543,102101.563, 9.753,3718
 6544,102110.070, 8.498,3718
 6545,102119.703, 9.638,3718
 6546,102129.352, 9.648,3718
 6547,102138.539, 9.188,3718
 6548,102146.742, 8.201,3718
 6549,102155.203, 8.462,3718
 6550,102163.789, 8.584,3718
 6551,102172.117, 8.334,3718
 6552,102180.898, 8.781,3718
 6553,102189.180, 8.282,3718
 6554,102198.688, 9.504,3718
 6555,102206.938, 8.254,3718
 6556,102215.602, 8.664,3718
 6557,102223.352, 7.741,3718
 6558,102232.617, 9.276,3718
 6559,102242.133, 9.509,3718
 6560,102251.391, 9.255,3718
 6561,102260.695, 9.307,3718
 6562,102270.477, 9.782,3718
 6563,102280.422, 9.950,3718
 6564,102289.945, 9.525,3718
 6565,102299.539, 9.594,3718
 6566,102306.945, 7.401,3718
 6567,102316.359, 9.416,3718
 6568,102324.664, 8.304,3718
 6569,102334.344, 9.672,3718
 6570,102343.242, 8.906,3718
 6571,102352.867, 9.626,3718
 6572,102361.672, 8.801,3718
 6573,102370.516, 8.851,3718
 6574,102378.547, 8.028,3718
 6575,102388.133, 9.585,3718
 6576,102397.039, 8.904,3718
 6577,102405.688, 8.649,3719
 6578,102416.031,10.344,3719
 6579,102425.766, 9.731,3721
 6580,102435.133, 9.371,3721
 6581,102443.438, 8.301,3721
 6582,102453.063, 9.630,3721
 6583,102462.938, 9.876,3721
 6584,102471.648, 8.705,3721
 6585,102480.703, 9.056,3721
 6586,102488.836, 8.136,3721
 6587,102498.914,10.083,3721
 6588,102507.438, 8.518,3721
 6589,102518.813,11.378,3721
 6590,102527.727, 8.909,3721
 6591,102537.047, 9.320,3721
 6592,102546.172, 9.126,3721
 6593,102555.742, 9.569,3721
 6594,102565.094, 9.356,3721
 6595,102572.820, 7.727,3721
 6596,102583.352,10.526,3721
 6597,102592.555, 9.206,3721
 6598,102602.953,10.403,3721
 6599,102610.680, 7.719,3721
 6600,102620.578, 9.900,3721
 6601,102628.594, 8.018,3721
 6602,102638.836,10.242,3721
 6603,102649.477,10.643,3721
 6604,102656.813, 7.334,3721
 6605,102666.758, 9.942,3721
 6606,102674.859, 8.103,3721
 6607,102685.180,10.325,3721
 6608,102692.656, 7.466,3721
 6609,102702.320, 9.666,3721
 6610,102710.617, 8.303,3721
 6611,102719.984, 9.364,3721
 6612,102728.977, 8.992,3721
 6613,102740.047,11.072,3721
 6614,102749.844, 9.798,3721
 6615,102757.492, 7.648,3721
 6616,102766.438, 8.947,3721
 6617,102774.922, 8.483,3721
 6618,102783.875, 8.950,3721
 6619,102792.492, 8.623,3721
 6620,102801.953, 9.463,3721
 6621,102811.000, 9.041,3721
 6622,102820.414, 9.413,3721
 6623,102828.078, 7.666,3721
 6624,102837.398, 9.319,3721
 6625,102846.273, 8.875,3721
 6626,102855.477, 9.205,3721
 6627,102865.938,10.461,3721
 6628,102874.414, 8.474,3721
 6629,102884.344, 9.925,3721
 6630,102892.133, 7.793,3721
 6631,102902.172,10.039,3721
 6632,102911.336, 9.160,3721
 6633,102921.414,10.084,3721
 6634,102930.477, 9.063,3721
 6635,102939.086, 8.608,3721
 6636,102948.563, 9.482,3721
 6637,102956.570, 8.006,3721
 6638,102967.023,10.448,3721
 6639,102974.227, 7.208,3721
 6640,102984.484,10.259,3721
 6641,102992.820, 8.333,3721
 6642,103002.117, 9.295,3718
 6643,103010.711, 8.597,3718
 6644,103019.789, 9.078,3718
 6645,103028.109, 8.321,3718
 6646,103037.063, 8.952,3718
 6647,103045.945, 8.882,3718
 6648,103055.078, 9.128,3718
 6649,103065.164,10.094,3718
 6650,103073.992, 8.821,3718
 6651,103084.000,10.011,3718
 6652,103091.125, 7.125,3718
 6653,103101.039, 9.911,3718
 6654,103109.078, 8.040,3718
 6655,103118.492, 9.417,3718
 6656,103126.086, 7.593,3718
 6657,103135.586, 9.506,3718
 6658,103143.469, 7.875,3718
 6659,103153.625,10.164,3718
 6660,103162.406, 8.776,3718
 6661,103170.992, 8.584,3718
 6662,103179.750, 8.755,3718
 6663,103188.945, 9.204,3718
 6664,103198.156, 9.208,3718
 6665,103206.625, 8.471,3719
 6666,103218.250,11.622,3719
 6667,103226.875, 8.626,3719
 6668,103236.242, 9.364,3719
 6669,103244.617, 8.378,3719
 6670,103253.242, 8.625,3719
 6671,103262.313, 9.065,3719
 6672,103272.070, 9.758,3719
 6673,103281.922, 9.861,3719
 6674,103290.203, 8.276,3719
 6675,103299.797, 9.596,3719
 6676,103307.789, 7.990,3719
 6677,103317.938,10.149,3719
 6678,103326.109, 8.172,3719
 6679,103335.938, 9.831,3719
 6680,103344.164, 8.225,3719
 6681,103353.820, 9.655,3719
 6682,103362.836, 9.013,3719
 6683,103372.539, 9.703,3719
 6684,103382.656,10.113,3719
 6685,103391.219, 8.567,3719
 6686,103401.930,10.712,3719
 6687,103409.734, 7.806,3719
 6688,103419.195, 9.464,3719
 6689,103426.938, 7.744,3719
 6690,103436.898, 9.955,3719
 6691,103446.328, 9.423,3719
 6692,103455.266, 8.948,3719
 6693,103463.430, 8.162,3719
 6694,103472.555, 9.122,3719
 6695,103483.359,10.802,3719
 6696,103491.344, 7.986,3719
 6697,103501.133, 9.789,3719
 6698,103508.969, 7.830,3719
 6699,103518.258, 9.302,3719
 6700,103526.875, 8.615,3719
 6701,103537.547,10.670,3719
 6702,103546.086, 8.537,3719
 6703,103555.555, 9.475,3719
 6704,103564.977, 9.415,3719
 6705,103572.695, 7.719,3719
 6706,103583.430,10.734,3719
 6707,103592.742, 9.314,3719
 6708,103602.258, 9.518,3719
 6709,103610.750, 8.489,3719
 6710,103619.836, 9.091,3719
 6711,103628.594, 8.755,3719
 6712,103638.336, 9.736,3719
 6713,103647.750, 9.419,3719
 6714,103656.484, 8.731,3720
 6715,103666.820,10.337,3721
 6716,103674.422, 7.604,3721
 6717,103683.547, 9.129,3721
 6718,103691.953, 8.405,3721
 6719,103702.266,10.311,3721
 6720,103710.875, 8.609,3721
 6721,103720.250, 9.375,3721
 6722,103728.938, 8.688,3721
 6723,103738.063, 9.120,3721
 6724,103746.906, 8.852,3721
 6725,103755.641, 8.724,3721
 6726,103765.703,10.068,3721
 6727,103773.430, 7.723,3721
 6728,103783.086, 9.659,3721
 6729,103791.266, 8.183,3721
 6730,103802.602,11.337,3721
 6731,103810.477, 7.871,3721
 6732,103820.219, 9.745,3721
 6733,103830.242,10.028,3721
 6734,103838.977, 8.722,3721
 6735,103848.273, 9.305,3721
 6736,103856.117, 7.838,3721
 6737,103865.891, 9.782,3721
 6738,103876.531,10.637,3721
 6739,103886.664,10.129,3721
 6740,103896.195, 9.538,3721
 6741,103906.648,10.446,3721
 6742,103917.508,10.863,3721
 6743,103927.258, 9.755,3721
 6744,103937.000, 9.737,3721
 6745,103947.516,10.513,3721
 6746,103957.336, 9.820,3721
 6747,103967.492,10.160,3721
 6748,103975.820, 8.328,3721
 6749,103985.000, 9.174,3721
 6750,103993.180, 8.188,3721
 6751,104002.398, 9.210,3721
 6752,104011.531, 9.138,3721
 6753,104020.836, 9.309,3721
 6754,104029.539, 8.704,3721
 6755,104038.422, 8.879,3721
 6756,104047.789, 9.365,3721
 6757,104056.352, 8.559,3721
 6758,104066.000, 9.647,3721
 6759,104074.242, 8.251,3721
 6760,104084.164, 9.920,3721
 6761,104091.992, 7.820,3721
 6762,104102.695,10.709,3721
 6763,104111.703, 9.007,3721
 6764,104120.945, 9.248,3721
 6765,104130.000, 9.046,3721
 6766,104138.781, 8.788,3721
 6767,104148.023, 9.239,3721
 6768,104156.188, 8.163,3721
 6769,104166.117, 9.933,3721
 6770,104174.039, 7.918,3721
 6771,104183.898, 9.861,3721
 6772,104192.164, 8.267,3721
 6773,104201.891, 9.725,3721
 6774,104210.500, 8.612,3721
 6775,104220.141, 9.638,3721
 6776,104228.891, 8.756,3721
 6777,104238.047, 9.146,3720
 6778,104247.211, 9.170,3719
 6779,104256.031, 8.815,3719
 6780,104265.922, 9.898,3719
 6781,104273.844, 7.918,3719
 6782,104284.234,10.394,3719
 6783,104292.750, 8.512,3719
 6784,104302.313, 9.560,3719
 6785,104311.195, 8.887,3719
 6786,104320.672, 9.474,3719
 6787,104329.430, 8.758,3719
 6788,104338.766, 9.334,3719
 6789,104348.023, 9.258,3719
 6790,104356.484, 8.469,3719
 6791,104366.164, 9.677,3719
 6792,104374.328, 8.161,3719
 6793,104383.586, 9.260,3719
 6794,104392.656, 9.069,3719
 6795,104402.313, 9.652,3719
 6796,104410.813, 8.506,3719
 6797,104420.219, 9.408,3719
 6798,104428.609, 8.394,3719
 6799,104438.016, 9.395,3719
 6800,104447.891, 9.880,3719
 6801,104456.477, 8.588,3719
 6802,104466.328, 9.844,3719
 6803,104474.078, 7.757,3719
 6804,104483.805, 9.726,3719
 6805,104492.000, 8.192,3719
 6806,104502.438,10.442,3719
 6807,104510.414, 7.974,3719
 6808,104520.109, 9.697,3719
 6809,104528.023, 7.914,3719
 6810,104537.492, 9.464,3719
 6811,104548.578,11.094,3719
 6812,104557.063, 8.480,3719
 6813,104566.352, 9.286,3719
 6814,104574.188, 7.842,3719
 6815,104585.445,11.255,3719
 6816,104595.016, 9.568,3719
 6817,104604.719, 9.706,3719
 6818,104616.070,11.346,3719
 6819,104624.711, 8.642,3719
 6820,104634.938,10.236,3719
 6821,104643.063, 8.120,3719
 6822,104652.883, 9.822,3719
 6823,104661.688, 8.802,3719
 6824,104670.250, 8.566,3719
 6825,104679.977, 9.719,3719
 6826,104688.109, 8.135,3719
 6827,104697.297, 9.182,3719
 6828,104705.984, 8.690,3719
 6829,104715.258, 9.280,3719
 6830,104723.938, 8.677,3719
 6831,104733.781, 9.841,3719
 6832,104743.078, 9.301,3719
 6833,104752.813, 9.733,3719
 6834,104761.469, 8.657,3719
 6835,104771.477,10.009,3719
 6836,104779.695, 8.214,3719
 6837,104789.086, 9.390,3719
 6838,104799.047, 9.960,3719
 6839,104806.906, 7.864,3719
 6840,104815.813, 8.907,3719
 6841,104824.602, 8.789,3719
 6842,104835.492,10.888,3719
 6843,104843.867, 8.381,3719
 6844,104852.688, 8.812,3719
 6845,104861.523, 8.844,3719
 6846,104870.867, 9.341,3719
 6847,104880.453, 9.581,3719
 6848,104888.953, 8.507,3719
 6849,104897.844, 8.890,3719
 6850,104907.070, 9.224,3719
 6851,104918.828,11.757,3719
 6852,104928.141, 9.311,3719
 6853,104937.383, 9.245,3719
