Frame, Time (ms), Delta (ms) , Memory (mb)
  934,14317.377,21.396,4503
  935,14340.939,23.563,4503
  936,14369.316,28.377,4503
  937,14389.646,20.329,4503
  938,14411.341,21.695,4504
  939,14429.357,18.017,4504
  940,14448.176,18.818,4504
  941,14468.223,20.047,4504
  942,14488.299,20.076,4504
  943,14508.223,19.924,4504
  944,14528.647,20.425,4504
  945,14551.222,22.574,4504
  946,14569.382,18.160,4504
  947,14593.250,23.868,4504
  948,14618.260,25.010,4504
  949,14638.927,20.667,4504
  950,14658.877,19.950,4504
  951,14677.221,18.344,4504
  952,14696.969,19.748,4504
  953,14716.051,19.082,4504
  954,14734.663,18.612,4504
  955,14753.948,19.286,4504
  956,14773.671,19.722,4504
  957,14795.883,22.212,4504
  958,14816.429,20.546,4504
  959,14836.495,20.066,4504
  960,14857.523,21.029,4504
  961,14875.931,18.407,4504
  962,14894.230,18.300,4504
  963,14912.838,18.607,4504
  964,14932.333,19.495,4504
  965,14949.166,16.833,4504
  966,14967.549,18.383,4504
  967,14989.553,22.004,4504
  968,15010.295,20.742,4504
  969,15033.204,22.909,4504
  970,15053.871,20.667,4504
  971,15076.111,22.241,4504
  972,15098.751,22.639,4504
  973,15122.018,23.267,4504
  974,15140.085,18.067,4504
  975,15162.705,22.620,4504
  976,15182.518,19.813,4504
  977,15203.747,21.229,4504
  978,15223.461,19.714,4504
  979,15241.809,18.348,4504
  980,15263.455,21.646,4504
  981,15283.792,20.337,4504
  982,15304.133,20.341,4504
  983,15328.047,23.914,4504
  984,15347.752,19.705,4504
  985,15370.904,23.153,4504
  986,15395.406,24.502,4504
  987,15422.248,26.841,4504
  988,15444.288,22.040,4504
  989,15463.562,19.274,4504
  990,15489.712,26.150,4504
  991,15508.709,18.997,4504
  992,15529.381,20.672,4504
  993,15551.188,21.807,4504
  994,15569.599,18.411,4504
  995,15590.196,20.598,4504
  996,15608.976,18.779,4504
  997,15629.160,20.184,4504
  998,15650.379,21.219,4504
  999,15671.333,20.954,4504
 1000,15692.010,20.677,4504
 1001,15711.770,19.760,4503
 1002,15728.589,16.819,4503
 1003,15750.208,21.619,4503
 1004,15767.988,17.781,4503
 1005,15793.312,25.323,4503
 1006,15812.575,19.263,4503
 1007,15833.189,20.615,4503
 1008,15856.265,23.075,4505
 1009,15877.504,21.239,4505
 1010,15896.435,18.931,4505
 1011,15917.735,21.301,4505
 1012,15937.808,20.072,4505
 1013,15956.570,18.763,4505
 1014,15976.919,20.348,4505
 1015,16000.560,23.641,4505
 1016,16023.272,22.713,4505
 1017,16040.332,17.059,4505
 1018,16059.226,18.894,4505
 1019,16080.571,21.346,4505
 1020,16098.195,17.624,4505
 1021,16120.174,21.978,4505
 1022,16139.436,19.262,4505
 1023,16161.093,21.657,4505
 1024,16179.270,18.177,4505
 1025,16198.416,19.146,4505
 1026,16217.839,19.423,4505
 1027,16241.095,23.256,4505
 1028,16269.829,28.734,4505
 1029,16288.468,18.639,4505
 1030,16307.140,18.672,4505
 1031,16325.998,18.858,4505
 1032,16343.777,17.780,4505
 1033,16360.945,17.168,4505
 1034,16379.229,18.284,4505
 1035,16402.613,23.384,4505
 1036,16423.281,20.668,4505
 1037,16443.436,20.154,4505
 1038,16465.834,22.399,4505
 1039,16486.402,20.568,4505
 1040,16509.637,23.233,4505
 1041,16536.287,26.652,4505
 1042,16557.104,20.816,4505
 1043,16576.768,19.663,4505
 1044,16595.766,18.999,4505
 1045,16615.332,19.567,4505
 1046,16635.189,19.856,4505
 1047,16654.980,19.792,4505
 1048,16672.895,17.913,4505
 1049,16689.852,16.958,4505
 1050,16709.502,19.651,4505
 1051,16729.498,19.995,4505
 1052,16749.875,20.378,4505
 1053,16768.316,18.441,4505
 1054,16786.572,18.255,4505
 1055,16806.402,19.831,4505
 1056,16827.840,21.439,4505
 1057,16846.545,18.703,4505
 1058,16866.885,20.340,4505
 1059,16884.557,17.672,4505
 1060,16904.197,19.640,4505
 1061,16923.268,19.070,4505
 1062,16942.273,19.007,4505
 1063,16959.707,17.433,4505
 1064,16978.332,18.626,4505
 1065,17000.346,22.012,4505
 1066,17021.010,20.664,4505
 1067,17040.199,19.190,4505
 1068,17060.504,20.307,4505
 1069,17080.135,19.629,4505
 1070,17103.889,23.755,4505
 1071,17124.033,20.144,4505
 1072,17143.832,19.798,4503
 1073,17162.850,19.018,4503
 1074,17182.014,19.162,4503
 1075,17200.963,18.951,4503
 1076,17220.438,19.473,4503
 1077,17239.881,19.445,4503
 1078,17260.332,20.452,4503
 1079,17278.797,18.464,4503
 1080,17299.535,20.738,4503
 1081,17316.850,17.313,4503
 1082,17336.209,19.362,4503
 1083,17355.775,19.565,4503
 1084,17375.531,19.756,4503
 1085,17393.324,17.793,4503
 1086,17411.514,18.189,4503
 1087,17430.586,19.074,4503
 1088,17449.717,19.129,4503
 1089,17467.977,18.261,4503
 1090,17485.172,17.195,4503
 1091,17503.049,17.878,4503
 1092,17520.818,17.769,4503
 1093,17538.527,17.708,4503
 1094,17558.393,19.866,4503
 1095,17577.465,19.073,4503
 1096,17595.047,17.581,4503
 1097,17613.385,18.337,4503
 1098,17630.912,17.529,4503
 1099,17649.904,18.991,4503
 1100,17667.926,18.021,4503
 1101,17688.135,20.210,4503
 1102,17705.654,17.520,4503
 1103,17727.801,22.145,4503
 1104,17746.320,18.520,4503
 1105,17764.400,18.082,4503
 1106,17782.721,18.320,4503
 1107,17802.842,20.120,4503
 1108,17821.484,18.644,4503
 1109,17839.857,18.372,4503
 1110,17857.846,17.988,4503
 1111,17878.197,20.352,4503
 1112,17897.514,19.314,4503
 1113,17917.010,19.496,4503
 1114,17935.709,18.701,4503
 1115,17955.361,19.652,4503
 1116,17975.125,19.764,4503
 1117,17998.982,23.858,4503
 1118,18019.209,20.225,4503
 1119,18039.166,19.959,4503
 1120,18063.160,23.995,4503
 1121,18082.500,19.338,4503
 1122,18101.656,19.158,4503
 1123,18121.313,19.654,4502
 1124,18141.182,19.869,4502
 1125,18160.305,19.125,4502
 1126,18179.561,19.254,4502
 1127,18198.152,18.593,4502
 1128,18218.324,20.173,4502
 1129,18237.457,19.132,4502
 1130,18257.494,20.037,4502
 1131,18276.773,19.277,4502
 1132,18297.666,20.895,4502
 1133,18316.701,19.033,4502
 1134,18335.477,18.777,4502
 1135,18354.391,18.914,4502
 1136,18373.332,18.943,4502
 1137,18402.389,29.054,4502
 1138,18421.273,18.884,4502
 1139,18440.824,19.552,4498
 1140,18458.424,17.599,4498
 1141,18477.799,19.376,4498
 1142,18496.650,18.852,4498
 1143,18514.367,17.716,4498
 1144,18533.617,19.251,4498
 1145,18554.209,20.591,4498
 1146,18571.920,17.712,4498
 1147,18592.090,20.168,4498
 1148,18613.094,21.004,4498
 1149,18633.508,20.414,4498
 1150,18653.084,19.577,4498
 1151,18673.367,20.283,4498
 1152,18693.533,20.167,4498
 1153,18711.729,18.194,4498
 1154,18730.635,18.907,4498
 1155,18750.170,19.536,4498
 1156,18767.965,17.795,4498
 1157,18786.996,19.031,4498
 1158,18806.414,19.418,4498
 1159,18824.887,18.472,4498
 1160,18844.082,19.196,4498
 1161,18864.529,20.445,4498
 1162,18885.629,21.101,4498
 1163,18904.744,19.117,4498
 1164,18924.068,19.323,4498
 1165,18942.908,18.839,4498
 1166,18961.393,18.485,4498
 1167,18980.389,18.995,4498
 1168,18999.375,18.987,4498
 1169,19020.455,21.080,4498
 1170,19043.090,22.634,4498
 1171,19061.141,18.051,4498
 1172,19079.555,18.415,4498
 1173,19097.637,18.083,4498
 1174,19116.602,18.964,4498
 1175,19136.910,20.309,4498
 1176,19157.199,20.288,4498
 1177,19176.396,19.198,4498
 1178,19195.701,19.305,4498
 1179,19215.346,19.643,4498
 1180,19236.094,20.747,4498
 1181,19254.529,18.437,4498
 1182,19273.473,18.943,4498
 1183,19294.496,21.025,4498
 1184,19316.270,21.771,4498
 1185,19334.416,18.149,4498
 1186,19353.430,19.012,4498
 1187,19371.648,18.219,4498
 1188,19390.057,18.408,4498
 1189,19408.850,18.792,4498
 1190,19429.525,20.676,4498
 1191,19446.518,16.994,4498
 1192,19464.732,18.216,4498
 1193,19482.980,18.246,4498
 1194,19501.564,18.584,4498
 1195,19518.695,17.131,4498
 1196,19536.520,17.824,4498
 1197,19554.682,18.161,4498
 1198,19571.992,17.314,4498
 1199,19590.824,18.831,4498
 1200,19608.018,17.193,4498
 1201,19626.826,18.809,4498
 1202,19646.328,19.502,4498
 1203,19670.027,23.698,4498
 1204,19687.289,17.263,4498
 1205,19703.705,16.416,4498
 1206,19722.164,18.460,4498
 1207,19739.441,17.276,4498
 1208,19759.938,20.495,4498
 1209,19777.061,17.124,4498
 1210,19796.107,19.046,4498
 1211,19815.346,19.237,4498
 1212,19832.949,17.605,4498
 1213,19850.289,17.340,4498
 1214,19867.729,17.441,4498
 1215,19885.061,17.331,4498
 1216,19901.865,16.803,4498
 1217,19920.537,18.672,4498
 1218,19937.348,16.811,4498
 1219,19955.256,17.908,4498
 1220,19972.922,17.666,4498
 1221,19991.512,18.590,4498
 1222,20010.477,18.967,4498
 1223,20030.705,20.226,4498
 1224,20050.951,20.247,4498
 1225,20068.992,18.043,4498
 1226,20086.660,17.666,4498
 1227,20103.670,17.010,4498
 1228,20120.922,17.250,4498
 1229,20139.105,18.185,4498
 1230,20156.955,17.850,4498
 1231,20174.506,17.551,4498
 1232,20192.229,17.724,4498
 1233,20209.416,17.187,4498
 1234,20227.758,18.339,4498
 1235,20245.762,18.006,4498
 1236,20264.770,19.007,4498
 1237,20282.580,17.811,4498
 1238,20299.170,16.588,4498
 1239,20315.148,15.980,4498
 1240,20332.451,17.303,4498
 1241,20349.809,17.358,4498
 1242,20367.105,17.295,4498
 1243,20383.793,16.688,4498
 1244,20400.557,16.765,4498
 1245,20418.270,17.712,4498
 1246,20435.781,17.513,4498
 1247,20453.010,17.226,4498
 1248,20471.156,18.149,4498
 1249,20490.652,19.496,4498
 1250,20508.311,17.658,4498
 1251,20526.557,18.245,4498
 1252,20544.170,17.614,4498
 1253,20561.883,17.713,4498
 1254,20578.412,16.529,4498
 1255,20594.801,16.388,4498
 1256,20611.010,16.208,4498
 1257,20628.482,17.475,4498
 1258,20646.094,17.611,4498
 1259,20663.789,17.695,4498
 1260,20682.607,18.818,4498
 1261,20700.365,17.758,4498
 1262,20718.977,18.612,4498
 1263,20735.018,16.039,4498
 1264,20752.041,17.024,4498
 1265,20769.893,17.852,4498
 1266,20786.984,17.093,4496
 1267,20804.789,17.805,4496
 1268,20822.525,17.734,4496
 1269,20839.473,16.949,4496
 1270,20857.389,17.917,4496
 1271,20875.656,18.268,4496
 1272,20893.252,17.593,4496
 1273,20909.871,16.620,4496
 1274,20928.318,18.448,4496
 1275,20945.689,17.370,4496
 1276,20962.723,17.034,4496
 1277,20976.609,13.885,4496
 1278,20993.369,16.760,4496
 1279,21010.824,17.457,4496
 1280,21027.350,16.523,4496
 1281,21044.961,17.613,4496
 1282,21062.361,17.399,4496
 1283,21079.859,17.499,4496
 1284,21096.426,16.567,4496
 1285,21114.516,18.089,4496
 1286,21133.480,18.965,4496
 1287,21151.324,17.845,4496
 1288,21169.314,17.990,4496
 1289,21187.432,18.116,4496
 1290,21204.021,16.589,4496
 1291,21223.174,19.154,4496
 1292,21243.986,20.813,4496
 1293,21260.857,16.871,4496
 1294,21277.229,16.371,4496
 1295,21292.996,15.767,4496
 1296,21311.564,18.568,4496
 1297,21327.953,16.388,4496
 1298,21345.818,17.867,4496
 1299,21366.805,20.987,4496
 1300,21383.068,16.263,4496
 1301,21400.590,17.519,4496
 1302,21419.580,18.993,4496
 1303,21439.098,19.515,4496
 1304,21455.758,16.661,4497
 1305,21474.434,18.677,4497
 1306,21495.289,20.856,4497
 1307,21514.020,18.729,4497
 1308,21532.703,18.684,4497
 1309,21550.846,18.143,4497
 1310,21569.688,18.841,4497
 1311,21587.584,17.896,4497
 1312,21605.049,17.467,4497
 1313,21623.049,18.000,4497
 1314,21640.068,17.020,4497
 1315,21657.031,16.961,4497
 1316,21674.766,17.735,4497
 1317,21691.941,17.174,4497
 1318,21710.350,18.410,4497
 1319,21726.881,16.532,4497
 1320,21743.221,16.338,4497
 1321,21760.617,17.396,4497
 1322,21777.729,17.113,4497
 1323,21794.822,17.094,4497
 1324,21811.619,16.796,4497
 1325,21828.086,16.467,4497
 1326,21845.988,17.904,4497
 1327,21863.857,17.868,4497
 1328,21881.316,17.460,4497
 1329,21896.561,15.242,4497
 1330,21912.377,15.817,4497
 1331,21928.418,16.041,4497
 1332,21946.133,17.716,4497
 1333,21963.354,17.219,4497
 1334,21979.400,16.047,4497
 1335,21999.145,19.745,4497
 1336,22017.715,18.570,4497
 1337,22038.633,20.919,4497
 1338,22056.885,18.252,4497
 1339,22074.195,17.309,4497
 1340,22093.961,19.767,4497
 1341,22110.689,16.727,4497
 1342,22127.533,16.843,4497
 1343,22144.422,16.890,4497
 1344,22161.740,17.320,4497
 1345,22177.824,16.083,4497
 1346,22194.754,16.928,4497
 1347,22211.152,16.400,4497
 1348,22227.660,16.508,4497
 1349,22244.041,16.380,4497
 1350,22261.201,17.161,4497
 1351,22277.857,16.656,4497
 1352,22295.717,17.860,4497
 1353,22311.992,16.274,4497
 1354,22330.484,18.494,4497
 1355,22346.576,16.092,4497
 1356,22363.342,16.764,4497
 1357,22383.482,20.141,4497
 1358,22399.957,16.475,4497
 1359,22416.488,16.530,4497
 1360,22434.029,17.540,4497
 1361,22449.803,15.775,4497
 1362,22467.086,17.283,4497
 1363,22483.057,15.971,4497
 1364,22500.514,17.455,4497
 1365,22516.402,15.891,4497
 1366,22532.813,16.410,4497
 1367,22548.510,15.697,4497
 1368,22565.373,16.862,4497
 1369,22582.145,16.773,4497
 1370,22598.498,16.351,4497
 1371,22614.217,15.721,4497
 1372,22631.141,16.924,4497
 1373,22648.027,16.886,4497
 1374,22664.861,16.835,4497
 1375,22680.262,15.399,4497
 1376,22697.625,17.364,4497
 1377,22717.047,19.422,4497
 1378,22733.061,16.014,4497
 1379,22751.492,18.433,4497
 1380,22766.801,15.308,4495
 1381,22782.953,16.151,4495
 1382,22799.887,16.934,4495
 1383,22816.129,16.241,4495
 1384,22833.037,16.909,4495
 1385,22850.646,17.610,4495
 1386,22868.826,18.180,4495
 1387,22885.363,16.536,4495
 1388,22901.262,15.899,4495
 1389,22917.869,16.608,4495
 1390,22934.367,16.497,4495
 1391,22948.961,14.593,4495
 1392,22962.955,13.995,4495
 1393,22979.041,16.087,4495
 1394,22996.240,17.198,4495
 1395,23016.572,20.334,4495
 1396,23032.631,16.057,4495
 1397,23049.793,17.163,4495
 1398,23069.582,19.787,4495
 1399,23086.156,16.577,4494
 1400,23102.498,16.340,4494
 1401,23120.309,17.810,4494
 1402,23138.432,18.123,4494
 1403,23155.111,16.680,4494
 1404,23171.125,16.015,4494
 1405,23188.086,16.960,4494
 1406,23205.090,17.003,4494
 1407,23221.908,16.820,4494
 1408,23238.854,16.945,4494
 1409,23255.113,16.258,4494
 1410,23270.609,15.498,4494
 1411,23286.086,15.475,4494
 1412,23303.229,17.143,4494
 1413,23319.709,16.480,4494
 1414,23338.010,18.302,4494
 1415,23354.896,16.887,4494
 1416,23372.619,17.722,4494
 1417,23389.586,16.967,4494
 1418,23406.330,16.742,4494
 1419,23424.564,18.238,4494
 1420,23441.289,16.722,4494
 1421,23458.625,17.336,4494
 1422,23474.689,16.065,4494
 1423,23491.199,16.510,4494
 1424,23508.152,16.954,4494
 1425,23525.404,17.251,4494
 1426,23540.668,15.263,4494
 1427,23557.385,16.718,4494
 1428,23575.166,17.779,4494
 1429,23591.547,16.383,4494
 1430,23607.057,15.511,4494
 1431,23623.660,16.604,4494
 1432,23640.178,16.514,4494
 1433,23656.834,16.658,4494
 1434,23674.342,17.507,4494
 1435,23691.520,17.178,4494
 1436,23708.801,17.282,4494
 1437,23725.922,17.120,4494
 1438,23742.256,16.334,4494
 1439,23759.377,17.121,4494
 1440,23776.152,16.776,4494
 1441,23792.873,16.722,4494
 1442,23809.889,17.014,4494
 1443,23826.609,16.720,4494
 1444,23843.461,16.852,4494
 1445,23860.908,17.450,4494
 1446,23876.680,15.769,4494
 1447,23893.596,16.916,4494
 1448,23909.027,15.432,4494
 1449,23923.760,14.732,4494
 1450,23940.895,17.136,4494
 1451,23957.686,16.791,4494
 1452,23974.633,16.946,4494
 1453,23991.291,16.659,4494
 1454,24007.271,15.980,4494
 1455,24026.061,18.789,4494
 1456,24045.340,19.279,4494
 1457,24063.230,17.892,4494
 1458,24081.213,17.983,4494
 1459,24098.408,17.194,4494
 1460,24113.709,15.301,4494
 1461,24130.758,17.049,4496
 1462,24147.102,16.344,4495
 1463,24163.264,16.161,4495
 1464,24179.480,16.218,4495
 1465,24197.197,17.715,4495
 1466,24214.473,17.276,4495
 1467,24232.270,17.798,4495
 1468,24249.701,17.430,4495
 1469,24267.654,17.955,4495
 1470,24283.934,16.277,4495
 1471,24299.713,15.782,4495
 1472,24316.678,16.963,4495
 1473,24333.184,16.506,4495
 1474,24350.016,16.832,4495
 1475,24365.078,15.063,4495
 1476,24381.809,16.730,4495
 1477,24398.229,16.421,4495
 1478,24416.029,17.799,4495
 1479,24433.021,16.994,4495
 1480,24450.096,17.073,4495
 1481,24467.777,17.682,4495
 1482,24483.797,16.020,4496
 1483,24499.996,16.198,4496
 1484,24516.777,16.782,4496
 1485,24532.336,15.558,4496
 1486,24549.881,17.547,4496
 1487,24566.438,16.555,4496
 1488,24582.561,16.124,4496
 1489,24599.266,16.703,4496
 1490,24615.543,16.279,4496
 1491,24632.369,16.825,4496
 1492,24648.746,16.378,4496
 1493,24666.650,17.905,4496
 1494,24682.959,16.308,4496
 1495,24698.723,15.764,4496
 1496,24715.547,16.824,4496
 1497,24731.271,15.724,4496
 1498,24750.898,19.628,4496
 1499,24767.844,16.944,4496
 1500,24786.609,18.765,4496
 1501,24803.732,17.124,4496
 1502,24821.365,17.632,4496
 1503,24838.977,17.614,4496
 1504,24856.127,17.149,4496
 1505,24874.316,18.189,4496
 1506,24892.719,18.403,4496
 1507,24910.752,18.032,4496
 1508,24929.049,18.297,4496
 1509,24945.910,16.860,4496
 1510,24963.133,17.224,4496
 1511,24979.553,16.420,4496
 1512,24996.162,16.609,4496
 1513,25016.164,20.002,4496
 1514,25035.305,19.141,4496
 1515,25054.797,19.493,4496
 1516,25073.537,18.739,4496
 1517,25091.842,18.306,4496
 1518,25108.191,16.349,4496
 1519,25124.553,16.362,4496
 1520,25140.869,16.315,4496
 1521,25158.166,17.296,4496
 1522,25174.980,16.816,4496
 1523,25194.590,19.608,4496
 1524,25213.107,18.519,4496
 1525,25231.590,18.483,4496
 1526,25248.246,16.656,4496
 1527,25266.193,17.946,4496
 1528,25282.568,16.376,4496
 1529,25298.418,15.848,4496
 1530,25315.430,17.013,4496
 1531,25332.082,16.651,4496
 1532,25350.578,18.497,4496
 1533,25368.496,17.918,4496
 1534,25386.221,17.727,4496
 1535,25403.926,17.704,4496
 1536,25423.041,19.116,4496
 1537,25443.137,20.094,4496
 1538,25460.445,17.309,4496
 1539,25479.061,18.617,4496
 1540,25496.307,17.245,4496
 1541,25512.934,16.627,4496
 1542,25530.340,17.405,4496
 1543,25547.316,16.979,4496
 1544,25564.586,17.267,4496
 1545,25581.285,16.701,4496
 1546,25597.566,16.281,4496
 1547,25614.418,16.850,4496
 1548,25630.957,16.539,4496
 1549,25647.201,16.246,4496
 1550,25666.947,19.745,4496
 1551,25684.561,17.613,4496
 1552,25702.342,17.780,4496
 1553,25720.564,18.226,4496
 1554,25738.729,18.164,4496
 1555,25755.133,16.404,4496
 1556,25772.180,17.045,4496
 1557,25790.506,18.327,4496
 1558,25808.084,17.577,4496
 1559,25826.441,18.358,4496
 1560,25843.629,17.188,4496
 1561,25861.713,18.083,4496
 1562,25879.109,17.398,4496
 1563,25895.426,16.314,4496
 1564,25913.854,18.428,4496
 1565,25930.082,16.228,4496
 1566,25950.631,20.551,4496
 1567,25970.457,19.826,4496
 1568,25987.984,17.528,4496
 1569,26005.674,17.687,4496
 1570,26023.984,18.312,4496
 1571,26041.662,17.676,4496
 1572,26059.662,18.002,4496
 1573,26077.457,17.795,4496
 1574,26093.260,15.802,4496
 1575,26109.854,16.594,4496
 1576,26126.973,17.119,4496
 1577,26145.078,18.106,4496
 1578,26161.578,16.500,4496
 1579,26179.273,17.695,4496
 1580,26196.273,16.999,4496
 1581,26213.564,17.292,4496
 1582,26232.303,18.739,4496
 1583,26251.053,18.751,4496
 1584,26270.371,19.317,4496
 1585,26287.457,17.087,4496
 1586,26306.057,18.598,4496
 1587,26322.857,16.802,4496
 1588,26340.201,17.344,4496
 1589,26356.434,16.232,4496
 1590,26374.941,18.507,4496
 1591,26392.742,17.799,4496
 1592,26408.873,16.133,4496
 1593,26425.568,16.696,4496
 1594,26442.537,16.967,4496
 1595,26462.102,19.565,4496
 1596,26481.385,19.283,4496
 1597,26500.910,19.524,4496
 1598,26517.725,16.816,4496
 1599,26534.119,16.395,4496
 1600,26550.232,16.115,4496
 1601,26566.383,16.149,4496
 1602,26584.307,17.924,4496
 1603,26601.936,17.628,4496
 1604,26618.846,16.909,4496
 1605,26634.885,16.041,4496
 1606,26652.771,17.886,4496
 1607,26669.854,17.082,4496
 1608,26687.357,17.504,4496
 1609,26704.545,17.189,4496
 1610,26720.816,16.270,4496
 1611,26737.959,17.143,4496
 1612,26755.377,17.418,4496
 1613,26772.617,17.239,4496
 1614,26789.480,16.864,4496
 1615,26807.021,17.542,4496
 1616,26823.896,16.875,4496
 1617,26841.320,17.424,4496
 1618,26858.117,16.796,4496
 1619,26877.596,19.478,4496
 1620,26895.219,17.624,4496
 1621,26911.713,16.493,4496
 1622,26928.785,17.073,4496
 1623,26944.645,15.861,4496
 1624,26960.246,15.599,4496
 1625,26976.271,16.026,4496
 1626,26992.727,16.456,4496
 1627,27008.965,16.239,4496
 1628,27026.799,17.833,4496
 1629,27045.133,18.335,4496
 1630,27063.746,18.611,4496
 1631,27084.123,20.378,4496
 1632,27105.916,21.792,4496
 1633,27123.014,17.098,4496
 1634,27140.443,17.430,4497
 1635,27158.059,17.616,4497
 1636,27177.121,19.063,4497
 1637,27195.594,18.472,4497
 1638,27215.311,19.717,4497
 1639,27234.322,19.009,4497
 1640,27252.510,18.188,4497
 1641,27269.074,16.564,4497
 1642,27287.289,18.216,4497
 1643,27305.998,18.709,4497
 1644,27323.277,17.279,4497
 1645,27340.330,17.052,4497
 1646,27356.590,16.262,4497
 1647,27373.178,16.588,4497
 1648,27389.379,16.201,4497
 1649,27406.340,16.960,4497
 1650,27422.438,16.098,4497
 1651,27441.713,19.277,4497
 1652,27460.197,18.482,4497
 1653,27477.217,17.020,4497
 1654,27496.307,19.091,4497
 1655,27516.699,20.392,4497
 1656,27536.111,19.412,4497
 1657,27554.732,18.623,4497
 1658,27574.816,20.084,4497
 1659,27596.182,21.363,4497
 1660,27617.840,21.658,4497
 1661,27641.061,23.221,4497
 1662,27666.557,25.496,4497
 1663,27692.203,25.647,4497
 1664,27723.514,31.311,4497
 1665,27759.934,36.420,4497
 1666,27787.873,27.939,4497
 1667,27814.107,26.234,4497
 1668,27839.064,24.958,4497
 1669,27867.221,28.157,4497
 1670,27889.350,22.127,4497
 1671,27925.465,36.117,4497
 1672,27958.297,32.830,4497
 1673,27985.822,27.526,4497
 1674,28023.791,37.969,4497
 1675,28053.941,30.151,4497
 1676,28084.393,30.450,4497
 1677,28116.521,32.128,4497
 1678,28150.203,33.683,4497
 1679,28185.852,35.648,4497
 1680,28210.266,24.414,4497
 1681,28237.254,26.988,4497
 1682,28263.662,26.408,4497
 1683,28283.350,19.689,4497
 1684,28319.521,36.170,4497
 1685,28343.832,24.311,4497
 1686,28381.049,37.218,4497
 1687,28419.006,37.957,4497
 1688,28450.813,31.808,4497
 1689,28479.400,28.586,4497
 1690,28514.525,35.126,4497
 1691,28542.707,28.181,4499
 1692,28579.158,36.450,4499
 1693,28614.016,34.858,4499
 1694,28644.654,30.638,4499
 1695,28666.992,22.338,4499
 1696,28693.049,26.059,4499
 1697,28716.221,23.170,4499
 1698,28740.990,24.769,4499
 1699,28769.559,28.570,4499
 1700,28797.102,27.543,4499
 1701,28823.896,26.796,4499
 1702,28850.521,26.622,4499
 1703,28874.918,24.397,4499
 1704,28904.350,29.432,4499
 1705,28942.430,38.081,4499
 1706,28971.842,29.412,4499
 1707,29000.352,28.509,4499
 1708,29032.885,32.534,4499
 1709,29067.373,34.489,4499
 1710,29092.910,25.534,4499
 1711,29123.990,31.080,4499
 1712,29152.797,28.808,4499
 1713,29187.592,34.795,4499
 1714,29222.883,35.292,4499
 1715,29259.074,36.189,4499
 1716,29294.719,35.647,4499
 1717,29331.086,36.366,4501
 1718,29364.305,33.221,4501
 1719,29402.674,38.367,4501
 1720,29434.225,31.553,4501
 1721,29468.703,34.477,4501
 1722,29493.266,24.561,4501
 1723,29535.326,42.061,4501
 1724,29557.662,22.337,4501
 1725,29586.334,28.670,4501
 1726,29622.127,35.795,4501
 1727,29649.990,27.863,4501
 1728,29676.539,26.549,4501
 1729,29709.605,33.066,4501
 1730,29739.182,29.576,4501
 1731,29769.006,29.823,4501
 1732,29807.758,38.752,4501
 1733,29834.869,27.112,4501
 1734,29873.586,38.717,4501
 1735,29910.705,37.120,4501
 1736,29950.020,39.314,4501
 1737,29991.605,41.585,4501
 1738,30027.801,36.198,4501
 1739,30068.094,40.292,4501
 1740,30104.641,36.546,4501
 1741,30145.113,40.473,4501
 1742,30186.678,41.564,4501
 1743,30224.365,37.689,4501
 1744,30257.914,33.548,4501
 1745,30296.379,38.465,4501
 1746,30332.934,36.554,4501
 1747,30371.189,38.255,4501
 1748,30408.754,37.566,4501
 1749,30447.742,38.987,4501
 1750,30489.578,41.835,4501
 1751,30535.988,46.411,4501
 1752,30572.914,36.926,4501
 1753,30615.348,42.434,4502
 1754,30655.855,40.508,4504
 1755,30695.018,39.163,4504
 1756,30733.107,38.089,4504
 1757,30774.313,41.207,4504
 1758,30814.713,40.400,4504
 1759,30852.166,37.452,4504
 1760,30893.926,41.758,4504
 1761,30935.076,41.151,4504
 1762,30973.705,38.631,4504
 1763,31028.082,54.376,4504
 1764,31050.178,22.095,4504
 1765,31105.969,55.791,4504
 1766,31127.201,21.233,4504
 1767,31164.857,37.657,4504
 1768,31206.410,41.550,4504
 1769,31247.379,40.971,4504
 1770,31287.045,39.665,4504
 1771,31328.121,41.078,4504
 1772,31361.172,33.049,4504
 1773,31431.629,70.458,4504
 1774,31454.850,23.219,4504
 1775,31490.488,35.639,4504
 1776,31530.338,39.850,4504
 1777,31575.557,45.220,4504
 1778,31623.830,48.272,4504
 1779,31662.666,38.836,4504
 1780,31708.611,45.946,4504
 1781,31748.070,39.457,4504
 1782,31787.012,38.943,4504
 1783,31825.828,38.816,4504
 1784,31861.879,36.052,4504
 1785,31908.469,46.590,4504
 1786,31947.652,39.182,4504
 1787,31983.965,36.315,4504
 1788,32025.602,41.634,4504
 1789,32073.379,47.779,4504
 1790,32114.170,40.789,4504
 1791,32163.633,49.465,4504
 1792,32193.463,29.830,4504
 1793,32233.568,40.104,4504
 1794,32279.033,45.467,4504
 1795,32324.994,45.958,4504
 1796,32365.584,40.591,4504
 1797,32407.793,42.210,4504
 1798,32447.518,39.725,4504
 1799,32490.355,42.837,4504
 1800,32530.605,40.251,4504
 1801,32571.670,41.063,4504
 1802,32613.482,41.813,4504
 1803,32654.785,41.303,4504
 1804,32692.986,38.200,4504
 1805,32747.938,54.953,4504
 1806,32773.613,25.673,4504
 1807,32808.938,35.325,4504
 1808,32849.496,40.560,4504
 1809,32891.879,42.383,4505
 1810,32932.320,40.443,4505
