Frame, Time (ms), Delta (ms) , Memory (mb)
  129,2043.448,14.435,4497
  130,2057.244,13.796,4497
  131,2072.462,15.218,4497
  132,2087.638,15.176,4497
  133,2105.699,18.061,4497
  134,2123.974,18.275,4497
  135,2137.707,13.733,4497
  136,2152.797,15.090,4497
  137,2167.781,14.984,4497
  138,2183.486,15.705,4497
  139,2197.861,14.375,4497
  140,2212.711,14.850,4497
  141,2227.370,14.659,4497
  142,2240.845,13.475,4497
  143,2254.909,14.064,4497
  144,2269.143,14.234,4497
  145,2283.017,13.874,4497
  146,2296.400,13.383,4497
  147,2314.693,18.293,4497
  148,2329.564,14.871,4497
  149,2346.046,16.482,4497
  150,2361.961,15.915,4497
  151,2379.985,18.024,4497
  152,2395.798,15.813,4497
  153,2412.875,17.077,4497
  154,2427.739,14.864,4497
  155,2441.835,14.096,4497
  156,2456.208,14.373,4497
  157,2469.693,13.485,4497
  158,2483.251,13.558,4497
  159,2498.044,14.793,4497
  160,2512.953,14.909,4497
  161,2526.945,13.992,4497
  162,2542.274,15.329,4497
  163,2557.631,15.357,4497
  164,2571.131,13.500,4497
  165,2584.922,13.791,4497
  166,2599.449,14.527,4497
  167,2613.678,14.229,4497
  168,2627.927,14.249,4497
  169,2643.010,15.083,4497
  170,2657.824,14.814,4497
  171,2672.929,15.105,4497
  172,2687.064,14.135,4497
  173,2700.974,13.910,4497
  174,2716.784,15.810,4497
  175,2730.461,13.677,4497
  176,2744.106,13.645,4497
  177,2757.367,13.261,4497
  178,2771.507,14.140,4497
  179,2784.846,13.339,4497
  180,2798.138,13.292,4497
  181,2811.755,13.617,4497
  182,2825.810,14.055,4497
  183,2840.195,14.385,4497
  184,2855.298,15.103,4497
  185,2871.355,16.057,4497
  186,2885.200,13.845,4497
  187,2902.858,17.658,4497
  188,2916.917,14.059,4497
  189,2932.787,15.870,4497
  190,2948.639,15.852,4497
  191,2967.602,18.963,4495
  192,2983.789,16.187,4495
  193,3001.668,17.879,4495
  194,3015.758,14.090,4495
  195,3029.839,14.081,4495
  196,3043.728,13.889,4495
  197,3057.440,13.712,4495
  198,3070.141,12.701,4495
  199,3085.190,15.049,4495
  200,3098.818,13.628,4495
  201,3113.204,14.386,4495
  202,3126.858,13.654,4495
  203,3140.525,13.667,4495
  204,3155.888,15.363,4495
  205,3170.034,14.146,4495
  206,3183.343,13.309,4495
  207,3198.066,14.723,4495
  208,3214.109,16.043,4495
  209,3228.841,14.732,4495
  210,3243.369,14.528,4495
  211,3256.788,13.419,4495
  212,3270.553,13.765,4495
  213,3284.703,14.150,4495
  214,3299.424,14.721,4495
  215,3313.618,14.194,4495
  216,3328.644,15.026,4495
  217,3342.445,13.801,4495
  218,3356.917,14.472,4495
  219,3374.402,17.485,4495
  220,3388.669,14.267,4495
  221,3402.828,14.159,4494
  222,3417.130,14.302,4494
  223,3430.440,13.310,4494
  224,3443.516,13.076,4494
  225,3457.268,13.752,4494
  226,3471.228,13.960,4494
  227,3485.844,14.616,4494
  228,3499.619,13.775,4494
  229,3513.492,13.873,4494
  230,3527.174,13.682,4494
  231,3540.615,13.441,4494
  232,3553.867,13.252,4494
  233,3567.676,13.809,4494
  234,3580.853,13.177,4494
  235,3595.205,14.352,4494
  236,3609.245,14.040,4492
  237,3623.254,14.009,4492
  238,3637.120,13.866,4492
  239,3650.046,12.926,4492
  240,3663.408,13.362,4492
  241,3677.801,14.393,4492
  242,3692.375,14.574,4492
  243,3707.159,14.784,4492
  244,3721.502,14.343,4492
  245,3734.888,13.386,4492
  246,3749.916,15.028,4492
  247,3763.805,13.889,4492
  248,3777.607,13.802,4492
  249,3793.097,15.490,4492
  250,3806.274,13.177,4492
  251,3819.252,12.978,4492
  252,3834.611,15.359,4492
  253,3848.286,13.675,4492
  254,3862.807,14.521,4492
  255,3877.096,14.289,4492
  256,3891.517,14.421,4492
  257,3904.983,13.466,4492
  258,3919.170,14.187,4492
  259,3933.821,14.651,4492
  260,3948.235,14.414,4492
  261,3966.365,18.130,4492
  262,3981.565,15.200,4492
  263,3995.447,13.882,4492
  264,4009.262,13.815,4492
  265,4022.971,13.709,4492
  266,4035.349,12.378,4492
  267,4049.782,14.433,4492
  268,4064.180,14.398,4492
  269,4077.992,13.812,4492
  270,4091.994,14.002,4492
  271,4105.152,13.158,4492
  272,4118.395,13.243,4492
  273,4131.627,13.232,4492
  274,4144.606,12.979,4492
  275,4157.576,12.970,4492
  276,4172.439,14.863,4492
  277,4186.366,13.927,4492
  278,4200.265,13.899,4492
  279,4212.473,12.208,4492
  280,4226.196,13.723,4492
  281,4240.559,14.363,4492
  282,4252.643,12.084,4492
  283,4267.461,14.818,4492
  284,4282.415,14.954,4492
  285,4296.208,13.793,4492
  286,4309.350,13.142,4492
  287,4321.016,11.666,4492
  288,4335.415,14.399,4492
  289,4347.591,12.176,4492
  290,4360.432,12.841,4492
  291,4374.141,13.709,4492
  292,4388.458,14.317,4492
  293,4403.829,15.371,4492
  294,4417.996,14.167,4492
  295,4431.549,13.553,4492
  296,4445.704,14.155,4492
  297,4459.062,13.358,4492
  298,4472.995,13.933,4492
  299,4486.824,13.829,4492
  300,4500.209,13.385,4492
  301,4514.028,13.819,4492
  302,4527.192,13.164,4492
  303,4539.799,12.607,4492
  304,4553.382,13.583,4492
  305,4567.191,13.809,4492
  306,4580.594,13.403,4492
  307,4593.532,12.938,4492
  308,4606.265,12.733,4492
  309,4621.433,15.168,4492
  310,4634.656,13.223,4492
  311,4647.524,12.868,4492
  312,4660.106,12.582,4492
  313,4671.502,11.396,4492
  314,4685.070,13.568,4492
  315,4696.651,11.581,4492
  316,4711.839,15.188,4492
  317,4723.451,11.612,4492
  318,4737.078,13.627,4492
  319,4749.961,12.883,4492
  320,4764.282,14.321,4492
  321,4777.581,13.299,4492
  322,4792.071,14.490,4492
  323,4805.320,13.249,4492
  324,4819.474,14.154,4492
  325,4832.989,13.515,4492
  326,4847.410,14.421,4492
  327,4860.829,13.419,4492
  328,4873.497,12.668,4492
  329,4885.758,12.261,4492
  330,4900.075,14.317,4492
  331,4912.687,12.612,4492
  332,4927.675,14.988,4492
  333,4941.156,13.481,4492
  334,4954.142,12.986,4492
  335,4969.259,15.117,4492
  336,4983.063,13.804,4492
  337,4998.558,15.495,4492
  338,5013.870,15.312,4492
  339,5026.308,12.438,4492
  340,5038.866,12.558,4492
  341,5051.467,12.601,4492
  342,5063.804,12.337,4492
  343,5075.577,11.773,4492
  344,5089.637,14.060,4492
  345,5103.101,13.464,4494
  346,5116.299,13.198,4494
  347,5130.877,14.578,4494
  348,5145.851,14.974,4492
  349,5157.979,12.128,4492
  350,5172.396,14.417,4492
  351,5183.827,11.431,4492
  352,5198.508,14.681,4492
  353,5211.135,12.627,4492
  354,5223.582,12.447,4492
  355,5236.790,13.208,4492
  356,5249.417,12.627,4492
  357,5261.969,12.552,4492
  358,5274.650,12.681,4492
  359,5286.914,12.264,4492
  360,5301.776,14.862,4492
  361,5316.149,14.373,4492
  362,5331.111,14.962,4492
  363,5344.710,13.599,4492
  364,5358.962,14.252,4492
  365,5373.381,14.419,4492
  366,5386.806,13.425,4492
  367,5400.909,14.103,4492
  368,5416.118,15.209,4492
  369,5431.250,15.132,4492
  370,5445.044,13.794,4492
  371,5459.129,14.085,4492
  372,5474.008,14.879,4492
  373,5488.337,14.329,4492
  374,5503.045,14.708,4492
  375,5516.969,13.924,4492
  376,5530.246,13.277,4492
  377,5543.946,13.700,4492
  378,5556.622,12.676,4492
  379,5570.027,13.405,4492
  380,5584.090,14.063,4492
  381,5597.883,13.793,4492
  382,5612.796,14.913,4492
  383,5626.574,13.778,4492
  384,5639.954,13.380,4492
  385,5653.662,13.708,4492
  386,5668.644,14.982,4492
  387,5682.281,13.637,4492
  388,5695.368,13.087,4492
  389,5709.189,13.821,4492
  390,5721.288,12.099,4492
  391,5735.842,14.554,4492
  392,5749.881,14.039,4492
  393,5763.405,13.524,4492
  394,5777.139,13.734,4492
  395,5790.553,13.414,4492
  396,5804.782,14.229,4492
  397,5818.150,13.368,4492
  398,5832.703,14.553,4492
  399,5849.581,16.878,4492
  400,5863.269,13.688,4492
  401,5875.974,12.705,4492
  402,5889.772,13.798,4492
  403,5903.897,14.125,4492
  404,5917.681,13.784,4492
  405,5933.418,15.737,4492
  406,5948.396,14.978,4492
  407,5964.875,16.479,4492
  408,5980.475,15.600,4492
  409,5995.803,15.328,4492
  410,6010.813,15.009,4492
  411,6027.810,16.998,4492
  412,6042.359,14.549,4492
  413,6056.871,14.512,4492
  414,6070.848,13.977,4492
  415,6084.461,13.613,4492
  416,6099.951,15.490,4492
  417,6113.772,13.821,4492
  418,6126.473,12.701,4492
  419,6141.291,14.817,4492
  420,6154.771,13.480,4492
  421,6168.533,13.763,4492
  422,6182.632,14.099,4492
  423,6196.297,13.665,4492
  424,6209.668,13.371,4492
  425,6224.169,14.501,4492
  426,6238.224,14.055,4492
  427,6251.037,12.813,4492
  428,6265.474,14.437,4492
  429,6278.528,13.054,4492
  430,6291.221,12.693,4492
  431,6305.235,14.014,4492
  432,6319.015,13.780,4492
  433,6331.875,12.860,4492
  434,6346.591,14.716,4492
  435,6362.258,15.667,4492
  436,6377.323,15.065,4492
  437,6391.847,14.524,4492
  438,6406.709,14.862,4492
  439,6420.903,14.194,4492
  440,6435.237,14.334,4492
  441,6449.233,13.996,4492
  442,6464.513,15.280,4492
  443,6478.540,14.026,4492
  444,6491.780,13.241,4492
  445,6505.966,14.186,4492
  446,6519.531,13.565,4492
  447,6532.720,13.189,4492
  448,6545.958,13.237,4492
  449,6559.981,14.024,4492
  450,6572.894,12.912,4492
  451,6586.372,13.479,4492
  452,6600.496,14.124,4492
  453,6614.035,13.539,4492
  454,6628.236,14.201,4492
  455,6642.005,13.769,4492
  456,6654.850,12.845,4492
  457,6668.813,13.963,4492
  458,6682.563,13.750,4492
  459,6695.090,12.527,4492
  460,6708.944,13.854,4492
  461,6722.924,13.980,4492
  462,6737.218,14.294,4492
  463,6750.483,13.265,4492
  464,6764.540,14.056,4492
  465,6778.157,13.618,4492
  466,6790.972,12.815,4492
  467,6804.656,13.684,4492
  468,6818.853,14.196,4492
  469,6832.792,13.940,4492
  470,6847.783,14.991,4492
  471,6862.793,15.010,4492
  472,6877.367,14.574,4492
  473,6891.812,14.444,4492
  474,6906.320,14.509,4492
  475,6919.835,13.515,4492
  476,6933.590,13.755,4492
  477,6946.975,13.385,4492
  478,6961.298,14.323,4492
  479,6975.632,14.334,4492
  480,6992.993,17.361,4491
  481,7007.113,14.120,4491
  482,7021.294,14.181,4491
  483,7036.674,15.380,4491
  484,7051.234,14.560,4491
  485,7066.316,15.082,4491
  486,7080.520,14.203,4491
  487,7094.738,14.219,4491
  488,7107.074,12.336,4491
  489,7122.145,15.070,4491
  490,7136.347,14.203,4491
  491,7149.900,13.553,4491
  492,7164.109,14.209,4491
  493,7178.442,14.333,4491
  494,7192.667,14.225,4491
  495,7206.272,13.605,4491
  496,7219.006,12.734,4491
  497,7232.465,13.459,4491
  498,7246.660,14.195,4491
  499,7259.656,12.996,4491
  500,7275.323,15.667,4491
  501,7289.230,13.907,4491
  502,7303.675,14.445,4491
  503,7317.344,13.669,4491
  504,7332.124,14.779,4491
  505,7345.775,13.652,4491
  506,7358.625,12.849,4491
  507,7372.773,14.149,4491
  508,7387.024,14.251,4491
  509,7401.021,13.996,4491
  510,7415.733,14.713,4491
  511,7429.889,14.156,4491
  512,7443.833,13.944,4491
  513,7457.670,13.837,4491
  514,7471.429,13.759,4491
  515,7485.374,13.944,4491
  516,7499.728,14.354,4491
  517,7514.602,14.874,4491
  518,7533.820,19.219,4492
  519,7550.273,16.453,4493
  520,7565.376,15.103,4493
  521,7580.294,14.918,4493
  522,7593.711,13.417,4493
  523,7606.984,13.273,4493
  524,7621.244,14.260,4493
  525,7634.832,13.587,4493
  526,7649.880,15.049,4493
  527,7665.208,15.327,4493
  528,7679.464,14.257,4493
  529,7693.825,14.361,4493
  530,7706.874,13.048,4493
  531,7719.148,12.275,4493
  532,7731.872,12.723,4493
  533,7745.471,13.600,4493
  534,7759.788,14.316,4493
  535,7776.485,16.698,4493
  536,7789.851,13.365,4493
  537,7804.653,14.803,4494
  538,7818.521,13.867,4494
  539,7832.676,14.156,4494
  540,7844.885,12.209,4494
  541,7858.801,13.916,4494
  542,7874.190,15.389,4494
  543,7890.124,15.933,4494
  544,7903.846,13.723,4494
  545,7917.696,13.850,4494
  546,7933.066,15.370,4494
  547,7948.074,15.008,4494
  548,7964.403,16.329,4494
  549,7980.252,15.849,4494
  550,7994.769,14.516,4494
  551,8009.904,15.136,4494
  552,8024.596,14.692,4494
  553,8039.702,15.106,4494
  554,8054.351,14.648,4494
  555,8070.197,15.847,4494
  556,8085.670,15.473,4494
  557,8100.514,14.844,4494
  558,8114.169,13.655,4494
  559,8127.290,13.120,4494
  560,8141.248,13.958,4494
  561,8154.966,13.719,4494
  562,8170.687,15.720,4494
  563,8185.627,14.941,4494
  564,8200.031,14.404,4494
  565,8214.933,14.901,4494
  566,8229.730,14.798,4494
  567,8245.771,16.040,4494
  568,8260.891,15.120,4494
  569,8274.806,13.915,4494
  570,8289.018,14.212,4494
  571,8303.590,14.572,4494
  572,8318.005,14.415,4494
  573,8332.029,14.025,4494
  574,8347.252,15.223,4494
  575,8361.369,14.117,4494
  576,8377.271,15.902,4494
  577,8393.197,15.926,4494
  578,8409.166,15.969,4494
  579,8424.799,15.632,4494
  580,8439.987,15.189,4494
  581,8454.602,14.614,4494
  582,8470.257,15.655,4494
  583,8485.725,15.468,4494
  584,8500.868,15.144,4494
  585,8514.776,13.908,4493
  586,8529.414,14.638,4493
  587,8543.951,14.537,4493
  588,8558.656,14.705,4493
  589,8573.557,14.900,4493
  590,8588.889,15.332,4493
  591,8603.255,14.366,4493
  592,8620.297,17.042,4493
  593,8634.121,13.825,4493
  594,8647.694,13.573,4493
  595,8662.900,15.206,4493
  596,8677.090,14.189,4493
  597,8690.893,13.803,4493
  598,8705.625,14.733,4493
  599,8720.404,14.779,4493
  600,8733.404,13.000,4493
  601,8747.375,13.971,4493
  602,8761.771,14.395,4493
  603,8774.598,12.827,4492
  604,8788.794,14.197,4492
  605,8802.977,14.182,4492
  606,8817.146,14.170,4492
  607,8832.313,15.166,4492
  608,8846.786,14.474,4492
  609,8862.260,15.473,4492
  610,8876.565,14.306,4492
  611,8891.037,14.472,4492
  612,8905.713,14.675,4492
  613,8918.912,13.200,4492
  614,8935.060,16.147,4492
  615,8950.899,15.840,4492
  616,8965.917,15.018,4492
  617,8981.788,15.871,4492
  618,9000.138,18.349,4492
  619,9015.351,15.213,4492
  620,9030.093,14.742,4492
  621,9044.655,14.563,4492
  622,9059.762,15.106,4492
  623,9074.168,14.407,4492
  624,9090.845,16.676,4492
  625,9106.206,15.362,4492
  626,9121.357,15.151,4492
  627,9136.709,15.352,4492
  628,9151.979,15.269,4492
  629,9165.709,13.731,4493
  630,9180.431,14.721,4493
  631,9195.492,15.062,4493
  632,9210.355,14.863,4493
  633,9225.591,15.235,4493
  634,9239.301,13.710,4493
  635,9253.748,14.448,4493
  636,9268.635,14.886,4493
  637,9283.626,14.992,4493
  638,9297.398,13.772,4493
  639,9311.382,13.983,4493
  640,9327.644,16.262,4493
  641,9342.035,14.392,4493
  642,9357.698,15.663,4493
  643,9372.026,14.328,4493
  644,9386.879,14.852,4493
  645,9402.863,15.985,4493
  646,9419.530,16.667,4493
  647,9434.714,15.183,4493
  648,9448.869,14.156,4493
  649,9464.486,15.617,4493
  650,9479.253,14.766,4493
  651,9494.776,15.524,4493
  652,9509.841,15.064,4493
  653,9524.740,14.900,4493
  654,9539.617,14.877,4493
  655,9554.724,15.106,4493
  656,9569.371,14.648,4493
  657,9583.963,14.591,4493
  658,9599.178,15.215,4493
  659,9614.009,14.831,4493
  660,9629.315,15.307,4493
  661,9643.825,14.510,4493
  662,9660.713,16.887,4493
  663,9675.295,14.582,4493
  664,9690.326,15.032,4493
  665,9706.269,15.942,4493
  666,9722.034,15.766,4493
  667,9736.723,14.688,4493
  668,9752.247,15.525,4493
  669,9766.434,14.186,4493
  670,9782.093,15.659,4493
  671,9795.907,13.815,4493
  672,9811.025,15.118,4493
  673,9826.316,15.291,4493
  674,9842.012,15.695,4493
  675,9857.108,15.097,4493
  676,9872.527,15.419,4493
  677,9887.268,14.740,4493
  678,9903.302,16.034,4493
  679,9918.478,15.176,4494
  680,9933.989,15.512,4494
  681,9949.355,15.366,4494
  682,9965.204,15.849,4494
  683,9980.963,15.758,4494
  684,9997.719,16.756,4494
  685,10013.819,16.101,4494
  686,10033.093,19.273,4494
  687,10049.967,16.874,4494
  688,10065.725,15.758,4494
  689,10082.575,16.851,4494
  690,10098.276,15.701,4496
  691,10115.898,17.622,4496
  692,10131.485,15.587,4496
  693,10149.713,18.227,4496
  694,10165.290,15.578,4496
  695,10182.181,16.890,4496
  696,10198.587,16.406,4496
  697,10215.066,16.480,4496
  698,10230.567,15.501,4498
  699,10245.860,15.293,4498
  700,10263.508,17.647,4498
  701,10278.881,15.373,4498
  702,10295.322,16.442,4498
  703,10310.166,14.844,4498
  704,10326.109,15.943,4498
  705,10339.824,13.715,4498
  706,10353.293,13.468,4498
  707,10367.674,14.381,4498
  708,10382.491,14.818,4498
  709,10398.180,15.688,4498
  710,10413.622,15.443,4498
  711,10429.158,15.536,4498
  712,10446.869,17.711,4498
  713,10460.894,14.024,4498
  714,10476.358,15.465,4498
  715,10491.190,14.832,4498
  716,10508.261,17.070,4498
  717,10524.023,15.763,4498
  718,10539.554,15.530,4498
  719,10554.570,15.017,4500
  720,10570.408,15.838,4500
  721,10585.825,15.417,4500
  722,10602.269,16.443,4500
  723,10617.900,15.632,4500
  724,10633.836,15.935,4500
  725,10650.050,16.214,4500
  726,10663.841,13.791,4500
  727,10679.388,15.547,4500
  728,10695.039,15.652,4500
  729,10710.865,15.826,4500
  730,10727.084,16.218,4500
  731,10742.322,15.239,4500
  732,10757.155,14.833,4500
  733,10773.294,16.138,4500
  734,10789.476,16.182,4500
  735,10804.380,14.904,4500
  736,10820.286,15.907,4500
  737,10834.216,13.929,4500
  738,10848.739,14.524,4500
  739,10862.438,13.698,4500
  740,10876.882,14.444,4500
  741,10890.710,13.828,4500
  742,10906.319,15.610,4500
  743,10924.389,18.069,4500
  744,10939.058,14.669,4500
  745,10954.618,15.561,4500
  746,10973.696,19.078,4500
  747,10994.315,20.619,4500
  748,11010.258,15.942,4500
  749,11026.605,16.348,4500
  750,11043.736,17.131,4500
  751,11058.574,14.838,4500
  752,11074.893,16.318,4500
  753,11092.067,17.175,4500
  754,11109.209,17.141,4500
  755,11126.313,17.105,4500
  756,11142.696,16.383,4500
  757,11158.590,15.893,4500
  758,11175.109,16.520,4500
  759,11191.927,16.817,4500
  760,11206.520,14.593,4500
  761,11222.455,15.936,4500
  762,11239.955,17.500,4500
  763,11255.640,15.684,4500
  764,11271.100,15.460,4500
  765,11288.798,17.698,4501
  766,11305.813,17.015,4501
  767,11322.011,16.198,4501
  768,11339.042,17.031,4501
  769,11352.182,13.140,4501
  770,11367.250,15.068,4501
  771,11384.345,17.095,4501
  772,11400.640,16.295,4501
  773,11417.146,16.506,4501
  774,11432.308,15.162,4501
  775,11446.580,14.273,4501
  776,11462.110,15.530,4501
  777,11478.303,16.192,4501
  778,11494.166,15.863,4501
  779,11511.050,16.884,4501
  780,11529.920,18.870,4501
  781,11546.087,16.167,4501
  782,11561.910,15.824,4501
  783,11576.496,14.586,4501
  784,11595.031,18.535,4501
  785,11611.327,16.296,4501
  786,11626.304,14.976,4501
  787,11642.279,15.976,4501
  788,11658.922,16.642,4501
  789,11676.604,17.683,4501
  790,11693.288,16.684,4501
  791,11709.371,16.083,4501
  792,11724.995,15.624,4501
  793,11740.869,15.874,4501
  794,11757.741,16.872,4501
  795,11772.407,14.666,4501
  796,11788.797,16.389,4501
  797,11804.088,15.291,4501
  798,11823.202,19.115,4501
  799,11841.115,17.913,4501
  800,11856.816,15.701,4501
  801,11872.137,15.320,4501
  802,11887.739,15.603,4501
  803,11904.422,16.682,4501
  804,11922.017,17.595,4501
  805,11938.346,16.329,4501
  806,11955.256,16.910,4501
  807,11971.640,16.384,4501
  808,11990.215,18.575,4501
  809,12009.924,19.709,4501
  810,12026.432,16.508,4501
  811,12042.439,16.008,4501
  812,12059.459,17.019,4501
  813,12077.757,18.298,4501
  814,12093.864,16.108,4501
  815,12110.085,16.220,4501
  816,12126.292,16.207,4501
  817,12144.294,18.002,4501
  818,12164.146,19.852,4501
  819,12180.783,16.638,4501
  820,12197.144,16.360,4501
  821,12214.424,17.280,4501
  822,12234.815,20.392,4501
  823,12250.744,15.929,4501
  824,12269.737,18.993,4501
  825,12292.613,22.876,4501
  826,12313.457,20.843,4503
  827,12332.566,19.110,4503
  828,12349.471,16.904,4503
  829,12366.179,16.708,4503
  830,12382.385,16.206,4503
  831,12398.422,16.037,4503
  832,12416.086,17.664,4503
  833,12433.265,17.179,4503
  834,12450.856,17.592,4503
  835,12466.911,16.055,4503
  836,12482.659,15.748,4503
  837,12499.587,16.927,4503
  838,12517.206,17.619,4503
  839,12533.774,16.569,4503
  840,12549.585,15.810,4503
  841,12565.164,15.579,4503
  842,12582.411,17.248,4503
  843,12599.165,16.753,4503
  844,12615.403,16.239,4503
  845,12633.194,17.791,4503
  846,12652.134,18.939,4503
  847,12669.271,17.138,4503
  848,12687.484,18.213,4503
  849,12705.707,18.222,4503
  850,12721.991,16.285,4503
  851,12738.335,16.343,4503
  852,12755.276,16.942,4503
  853,12771.651,16.375,4503
  854,12789.288,17.636,4503
  855,12805.808,16.520,4503
  856,12824.496,18.688,4503
  857,12841.862,17.367,4503
  858,12859.147,17.285,4503
  859,12876.131,16.983,4503
  860,12893.816,17.686,4503
  861,12912.379,18.562,4503
  862,12928.441,16.063,4503
  863,12946.509,18.067,4503
  864,12965.482,18.974,4503
  865,12987.934,22.451,4503
  866,13006.563,18.629,4503
  867,13024.947,18.385,4503
  868,13043.134,18.186,4503
  869,13060.267,17.133,4503
  870,13077.107,16.841,4503
  871,13095.973,18.865,4503
  872,13114.655,18.683,4503
  873,13131.621,16.965,4503
  874,13147.730,16.110,4503
  875,13166.055,18.324,4503
  876,13183.880,17.825,4503
  877,13201.869,17.990,4503
  878,13218.242,16.373,4503
  879,13234.608,16.366,4503
  880,13253.752,19.143,4503
  881,13284.184,30.432,4503
  882,13303.622,19.438,4503
  883,13326.465,22.843,4503
  884,13345.674,19.209,4503
  885,13362.892,17.218,4503
  886,13379.582,16.690,4503
  887,13397.392,17.810,4503
  888,13415.830,18.438,4503
  889,13433.614,17.785,4503
  890,13451.491,17.877,4501
  891,13468.235,16.744,4501
  892,13486.551,18.315,4501
  893,13506.894,20.343,4501
  894,13525.348,18.454,4501
  895,13544.668,19.320,4501
  896,13564.856,20.189,4502
  897,13585.586,20.729,4502
  898,13602.855,17.270,4502
  899,13621.717,18.861,4502
  900,13642.163,20.446,4503
  901,13660.828,18.665,4503
  902,13679.790,18.962,4503
  903,13697.760,17.970,4503
  904,13717.262,19.502,4503
  905,13737.044,19.782,4503
  906,13754.504,17.460,4503
  907,13773.292,18.788,4503
  908,13791.263,17.971,4503
  909,13811.291,20.028,4503
  910,13830.278,18.988,4503
  911,13848.470,18.191,4503
  912,13868.839,20.369,4503
  913,13888.422,19.583,4503
  914,13907.385,18.963,4503
  915,13926.877,19.492,4503
  916,13946.530,19.654,4503
  917,13964.313,17.782,4503
  918,13984.396,20.084,4503
  919,14005.350,20.953,4503
  920,14029.828,24.478,4503
  921,14049.899,20.072,4503
  922,14070.219,20.319,4503
  923,14088.349,18.130,4503
  924,14107.292,18.943,4503
  925,14128.552,21.260,4503
  926,14147.694,19.143,4503
  927,14168.271,20.577,4503
  928,14188.616,20.345,4503
  929,14211.308,22.691,4503
  930,14228.692,17.385,4503
  931,14252.146,23.454,4503
  932,14273.276,21.130,4503
  933,14295.980,22.704,4503
